O*NET-SOC Code	Related O*NET-SOC Code	Index
43-4031.03	43-3071.00	6
43-4031.03	43-9041.01	7
43-4031.03	43-4111.00	8
43-4031.03	43-4041.02	9
43-4031.03	43-4051.00	10
43-4041.01	13-2081.00	1
43-4041.01	13-2072.00	2
43-4041.01	13-1199.03	3
43-4041.01	43-3061.00	4
43-4041.01	43-4011.00	5
43-4041.01	43-3031.00	6
43-4041.01	43-4161.00	7
43-4041.01	43-4131.00	8
43-4041.01	43-4061.00	9
43-4041.01	11-3011.00	10
43-4041.02	43-3011.00	1
43-4041.02	43-4051.00	2
43-4041.02	43-4031.03	3
43-4041.02	43-9041.01	4
43-4041.02	43-3051.00	5
43-4041.02	43-3071.00	6
43-4041.02	43-9041.02	7
43-4041.02	43-4171.00	8
43-4041.02	43-4031.01	9
43-4041.02	43-9061.00	10
43-4051.00	43-3011.00	1
43-4051.00	43-4111.00	2
43-4051.00	43-4171.00	3
43-4051.00	43-4181.00	4
43-4051.00	43-4081.00	5
43-4051.00	43-4041.02	6
43-4051.00	43-4141.00	7
43-4051.00	29-2071.00	8
43-4051.00	43-4031.03	9
43-4051.00	43-5011.00	10
43-4051.03	21-1011.00	1
43-4051.03	21-1092.00	2
43-4051.03	29-1125.00	3
43-4051.03	21-1091.00	4
43-4051.03	11-9031.00	5
43-4051.03	29-1141.02	6
43-4051.03	21-1022.00	7
43-4051.03	21-1012.00	8
43-4051.03	21-1021.00	9
43-4051.03	21-1093.00	10
43-4061.00	13-2081.00	1
43-4061.00	43-4161.00	2
43-4061.00	23-2011.00	3
43-4061.00	43-6011.00	4
43-4061.00	43-4011.00	5
43-4061.00	43-4031.02	6
43-4061.00	43-3011.00	7
43-4061.00	43-6012.00	8
43-4061.00	43-3021.02	9
43-4061.00	43-4131.00	10
43-4071.00	43-3021.02	1
43-4071.00	43-3031.00	2
43-4071.00	43-6012.00	3
43-4071.00	29-2071.00	4
43-4071.00	43-4171.00	5
43-4071.00	43-9061.00	6
43-4071.00	43-6011.00	7
43-4071.00	23-2093.00	8
43-4071.00	43-3051.00	9
43-4071.00	43-9022.00	10
43-4081.00	43-3071.00	1
43-4081.00	43-4111.00	2
43-4081.00	43-4171.00	3
43-4081.00	41-2031.00	4
43-4081.00	39-6012.00	5
43-4081.00	43-4051.00	6
43-4081.00	31-9095.00	7
43-4081.00	29-2071.00	8
43-4081.00	43-3011.00	9
43-4081.00	43-4031.03	10
43-4111.00	29-2071.00	1
43-4111.00	43-4051.00	2
43-4111.00	43-4081.00	3
43-4111.00	43-4171.00	4
43-4111.00	43-3011.00	5
43-4111.00	43-6013.00	6
43-4111.00	43-4181.00	7
43-4111.00	43-4031.03	8
43-4111.00	43-3071.00	9
43-4111.00	43-2011.00	10
43-4121.00	43-6014.00	1
43-4121.00	43-4171.00	2
43-4121.00	43-4081.00	3
43-4121.00	29-2071.00	4
43-4121.00	43-9061.00	5
43-4121.00	43-4111.00	6
43-4121.00	43-4031.03	7
43-4121.00	39-6012.00	8
43-4121.00	43-3071.00	9
43-4121.00	43-9021.00	10
43-4131.00	43-4011.00	1
43-4131.00	13-2081.00	2
43-4131.00	13-2072.00	3
43-4131.00	13-2082.00	4
43-4131.00	43-3031.00	5
43-4131.00	43-6011.00	6
43-4131.00	23-2011.00	7
43-4131.00	43-4051.00	8
43-4131.00	13-2041.00	9
43-4131.00	43-3021.02	10
43-4141.00	43-3071.00	1
43-4141.00	43-4051.00	2
43-4141.00	43-3011.00	3
43-4141.00	43-9041.02	4
43-4141.00	43-4081.00	5
43-4141.00	13-2072.00	6
43-4141.00	13-2081.00	7
43-4141.00	43-4111.00	8
43-4141.00	43-6014.00	9
43-4141.00	43-4181.00	10
43-4151.00	41-2022.00	1
43-4151.00	43-5111.00	2
43-4151.00	43-4171.00	3
43-4151.00	43-4081.00	4
43-4151.00	43-3071.00	5
43-4151.00	43-5051.00	6
43-4151.00	43-5011.00	7
43-4151.00	43-2011.00	8
43-4151.00	43-5061.00	9
43-4151.00	43-9061.00	10
43-4161.00	43-6011.00	1
43-4161.00	23-2011.00	2
43-4161.00	43-6012.00	3
43-4161.00	13-2081.00	4
43-4161.00	43-4061.00	5
43-4161.00	43-4031.02	6
43-4161.00	43-3031.00	7
43-4161.00	43-4011.00	8
43-4161.00	43-3021.02	9
43-4161.00	43-6014.00	10
43-4171.00	43-2011.00	1
43-4171.00	43-9061.00	2
43-4171.00	29-2071.00	3
43-4171.00	43-6013.00	4
43-4171.00	43-4031.03	5
43-4171.00	43-4111.00	6
43-4171.00	43-4081.00	7
43-4171.00	43-4051.00	8
43-4171.00	43-9041.01	9
43-4171.00	43-3011.00	10
43-4181.00	43-4051.00	1
43-4181.00	43-4111.00	2
43-4181.00	43-4081.00	3
43-4181.00	43-3011.00	4
43-4181.00	39-6012.00	5
43-4181.00	43-4141.00	6
43-4181.00	43-5011.00	7
43-4181.00	43-5032.00	8
43-4181.00	43-4171.00	9
43-4181.00	43-3071.00	10
43-5011.00	43-4051.00	1
43-5011.00	43-3011.00	2
43-5011.00	43-5032.00	3
43-5011.00	43-4171.00	4
43-5011.00	43-9041.02	5
43-5011.00	43-4081.00	6
43-5011.00	43-4111.00	7
43-5011.00	43-6014.00	8
43-5011.00	43-4041.02	9
43-5011.00	29-2071.00	10
43-5021.00	43-5052.00	1
43-5021.00	43-5071.00	2
43-5021.00	39-6011.00	3
43-5021.00	43-5053.00	4
43-5021.00	53-3041.00	5
43-5021.00	43-9051.00	6
43-5021.00	53-3033.00	7
43-5021.00	33-3041.00	8
43-5021.00	43-5041.00	9
43-5021.00	33-9032.00	10
43-5031.00	13-1041.02	1
43-5031.00	27-4013.00	2
43-5031.00	43-4111.00	3
43-5031.00	33-9031.00	4
43-5031.00	43-5032.00	5
43-5031.00	43-4181.00	6
43-5031.00	43-6014.00	7
43-5031.00	43-4051.00	8
43-5031.00	53-2022.00	9
43-5031.00	29-2071.00	10
43-5032.00	43-5061.00	1
43-5032.00	43-5011.00	2
43-5032.00	43-4051.00	3
43-5032.00	43-4111.00	4
43-5032.00	43-4081.00	5
43-5032.00	39-6012.00	6
43-5032.00	43-4181.00	7
43-5032.00	43-4141.00	8
43-5032.00	13-1041.02	9
43-5032.00	39-1011.00	10
43-5041.00	53-7062.00	1
43-5041.00	43-5071.00	2
43-5041.00	47-4031.00	3
43-5041.00	47-4061.00	4
43-5041.00	51-9195.07	5
43-5041.00	43-5021.00	6
43-5041.00	49-3021.00	7
43-5041.00	47-2151.00	8
43-5041.00	47-3016.00	9
43-5041.00	49-9052.00	10
43-5051.00	41-2012.00	1
43-5051.00	31-9095.00	2
43-5051.00	43-3041.00	3
43-5051.00	43-3071.00	4
43-5051.00	43-4081.00	5
43-5051.00	43-5071.00	6
43-5051.00	41-2022.00	7
43-5051.00	39-3012.00	8
43-5051.00	43-5111.00	9
43-5051.00	43-5053.00	10
43-5052.00	43-5021.00	1
43-5052.00	39-6011.00	2
43-5052.00	53-7081.00	3
43-5052.00	53-3033.00	4
43-5052.00	43-5053.00	5
43-5052.00	43-9051.00	6
43-5052.00	33-9032.00	7
43-5052.00	43-5051.00	8
43-5052.00	33-3041.00	9
43-5052.00	43-5071.00	10
43-5053.00	43-9051.00	1
43-5053.00	51-2021.00	2
43-5053.00	51-6011.00	3
43-5053.00	51-5113.00	4
43-5053.00	51-6041.00	5
43-5053.00	51-6063.00	6
43-5053.00	43-5111.00	7
43-5053.00	41-2012.00	8
43-5053.00	43-5051.00	9
43-5053.00	39-3021.00	10
43-5061.00	43-5032.00	1
43-5061.00	43-3061.00	2
43-5061.00	43-6014.00	3
43-5061.00	43-5011.00	4
43-5061.00	43-5111.00	5
43-5061.00	43-9021.00	6
43-5061.00	43-5071.00	7
43-5061.00	43-4121.00	8
43-5061.00	43-4111.00	9
43-5061.00	43-4081.00	10
43-5071.00	51-9061.00	1
43-5071.00	43-5021.00	2
43-5071.00	43-5111.00	3
43-5071.00	51-5113.00	4
43-5071.00	43-9051.00	5
43-5071.00	43-5051.00	6
43-5071.00	53-7051.00	7
43-5071.00	53-7062.00	8
43-5071.00	43-5053.00	9
43-5071.00	43-5081.02	10
43-5081.01	41-2011.00	1
43-5081.01	35-3021.00	2
43-5081.01	35-9031.00	3
43-5081.01	35-3031.00	4
43-5081.01	43-5081.03	5
43-5081.01	35-3041.00	6
43-5081.01	41-2021.00	7
43-5081.01	35-3022.00	8
43-5081.01	43-5081.02	9
43-5081.01	35-9011.00	10
43-5081.02	43-5081.01	1
43-5081.02	43-5081.04	2
43-5081.02	39-3093.00	3
43-5081.02	43-5071.00	4
43-5081.02	39-5093.00	5
43-5081.02	53-7064.00	6
43-5081.02	41-2012.00	7
43-5081.02	43-9051.00	8
43-5081.02	43-5053.00	9
43-5081.02	43-5111.00	10
43-5081.03	43-5081.01	1
43-5081.03	35-9011.00	2
43-5081.03	35-3041.00	3
43-5081.03	39-3031.00	4
43-5081.03	35-9021.00	5
43-5081.03	39-2021.00	6
43-5081.03	37-2011.00	7
43-5081.03	51-6031.00	8
43-5081.03	41-2011.00	9
43-5081.03	35-3031.00	10
43-5081.04	43-5081.02	1
43-5081.04	39-3093.00	2
43-5081.04	51-6041.00	3
43-5081.04	43-5111.00	4
43-5081.04	43-5053.00	5
43-5081.04	43-5051.00	6
43-5081.04	43-9051.00	7
43-5081.04	43-5071.00	8
43-5081.04	41-9041.00	9
43-5081.04	43-5081.03	10
43-5111.00	29-2071.00	1
43-5111.00	43-5071.00	2
43-5111.00	43-9021.00	3
43-5111.00	43-5051.00	4
43-5111.00	43-5053.00	5
43-5111.00	43-4171.00	6
43-5111.00	43-5061.00	7
43-5111.00	43-4111.00	8
43-5111.00	43-4151.00	9
43-5111.00	43-9061.00	10
43-6011.00	43-4161.00	1
43-6011.00	43-6012.00	2
43-6011.00	43-4011.00	3
43-6011.00	43-3031.00	4
43-6011.00	43-6014.00	5
43-6011.00	43-4031.02	6
43-6011.00	23-2011.00	7
43-6011.00	43-4061.00	8
43-6011.00	43-4131.00	9
43-6011.00	43-3061.00	10
43-6012.00	23-2011.00	1
43-6012.00	43-6011.00	2
43-6012.00	43-3031.00	3
43-6012.00	43-4161.00	4
43-6012.00	43-3021.02	5
43-6012.00	43-4011.00	6
43-6012.00	43-4071.00	7
43-6012.00	23-2091.00	8
43-6012.00	43-4031.02	9
43-6012.00	23-2093.00	10
43-6013.00	43-4171.00	1
43-6013.00	29-2071.00	2
43-6013.00	43-4111.00	3
43-6013.00	43-2011.00	4
43-6013.00	43-4031.03	5
43-6013.00	43-9061.00	6
43-6013.00	43-3011.00	7
43-6013.00	43-4081.00	8
43-6013.00	43-9041.01	9
43-6013.00	43-9022.00	10
43-6014.00	43-9061.00	1
43-6014.00	43-4171.00	2
43-6014.00	43-4121.00	3
43-6014.00	43-6011.00	4
43-6014.00	43-9041.02	5
43-6014.00	43-3011.00	6
43-6014.00	43-4031.03	7
43-6014.00	43-4111.00	8
43-6014.00	29-2071.00	9
43-6014.00	43-4081.00	10
43-9011.00	15-1151.00	1
43-9011.00	27-4011.00	2
43-9011.00	17-3031.02	3
43-9011.00	51-5111.00	4
43-9011.00	15-1141.00	5
43-9011.00	51-6092.00	6
43-9011.00	15-1199.03	7
43-9011.00	15-1134.00	8
43-9011.00	27-4032.00	9
43-9011.00	27-4012.00	10
43-9021.00	43-9061.00	1
43-9021.00	29-2071.00	2
43-9021.00	43-4171.00	3
43-9021.00	43-3051.00	4
43-9021.00	43-3071.00	5
43-9021.00	43-6014.00	6
43-9021.00	43-9022.00	7
43-9021.00	43-9041.01	8
43-9021.00	43-4031.03	9
43-9021.00	43-4081.00	10
43-9022.00	43-9061.00	1
43-9022.00	43-4171.00	2
43-9022.00	43-2011.00	3
43-9022.00	43-9041.01	4
43-9022.00	43-3051.00	5
43-9022.00	29-2071.00	6
43-9022.00	43-6013.00	7
43-9022.00	43-9021.00	8
43-9022.00	43-6014.00	9
43-9022.00	43-4031.03	10
43-9031.00	27-4011.00	1
43-9031.00	15-1199.03	2
43-9031.00	15-1151.00	3
43-9031.00	27-4014.00	4
43-9031.00	15-1134.00	5
43-9031.00	27-4032.00	6
43-9031.00	17-3031.02	7
43-9031.00	43-9011.00	8
43-9031.00	27-1014.00	9
43-9031.00	25-9011.00	10
43-9041.01	43-4171.00	1
43-9041.01	43-2011.00	2
43-9041.01	43-4031.03	3
43-9041.01	43-3011.00	4
43-9041.01	43-9061.00	5
43-9041.01	43-3021.02	6
43-9041.01	43-3051.00	7
43-9041.01	43-9022.00	8
43-9041.01	43-6013.00	9
43-9041.01	43-3021.01	10
43-9041.02	43-3011.00	1
43-9041.02	43-6014.00	2
43-9041.02	43-4141.00	3
43-9041.02	43-9061.00	4
43-9041.02	43-4171.00	5
43-9041.02	43-4051.00	6
43-9041.02	43-4011.00	7
43-9041.02	43-3071.00	8
43-9041.02	43-9041.01	9
43-9041.02	43-5011.00	10
43-9051.00	43-5053.00	1
43-9051.00	51-2021.00	2
43-9051.00	51-6031.00	3
43-9051.00	43-5071.00	4
43-9051.00	51-9061.00	5
43-9051.00	51-6041.00	6
43-9051.00	51-9111.00	7
43-9051.00	51-5113.00	8
43-9051.00	53-7051.00	9
43-9051.00	51-2092.00	10
43-9061.00	43-4171.00	1
43-9061.00	43-4031.03	2
43-9061.00	43-6014.00	3
43-9061.00	29-2071.00	4
43-9061.00	43-3051.00	5
43-9061.00	43-9022.00	6
43-9061.00	43-9041.01	7
43-9061.00	43-6013.00	8
43-9061.00	43-2011.00	9
43-9061.00	43-3011.00	10
43-9071.00	51-9151.00	1
43-9071.00	51-9083.00	2
43-9071.00	51-5113.00	3
43-9071.00	39-1012.00	4
43-9071.00	51-9194.00	5
43-9071.00	51-6062.00	6
43-9071.00	43-5071.00	7
43-9071.00	43-5061.00	8
43-9071.00	51-9141.00	9
43-9071.00	43-5051.00	10
43-9081.00	27-3042.00	1
43-9081.00	27-3041.00	2
43-9081.00	27-3091.00	3
43-9081.00	27-3022.00	4
43-9081.00	27-3043.04	5
43-9081.00	43-6012.00	6
43-9081.00	13-2041.00	7
43-9081.00	27-3043.05	8
43-9081.00	25-4031.00	9
43-9081.00	13-1141.00	10
43-9111.00	15-1134.00	1
43-9111.00	43-3031.00	2
43-9111.00	43-4011.00	3
43-9111.00	43-6011.00	4
43-9111.00	13-2072.00	5
43-9111.00	17-3031.02	6
43-9111.00	19-4061.00	7
43-9111.00	23-2011.00	8
43-9111.00	43-4131.00	9
43-9111.00	13-2011.01	10
45-1011.05	37-1012.00	1
45-1011.05	51-1011.00	2
45-1011.05	45-1011.07	3
45-1011.05	47-5031.00	4
45-1011.05	47-4091.00	5
45-1011.05	47-5012.00	6
45-1011.05	47-1011.00	7
45-1011.05	47-4041.00	8
45-1011.05	47-2011.00	9
45-1011.05	47-5081.00	10
45-1011.06	11-9013.03	1
45-1011.06	45-1011.08	2
45-1011.06	19-1031.01	3
45-1011.06	19-4091.00	4
45-1011.06	19-1031.02	5
45-1011.06	11-9013.01	6
45-1011.06	47-1011.00	7
45-1011.06	33-1021.01	8
45-1011.06	17-3025.00	9
45-1011.06	19-2043.00	10
45-1011.07	37-1012.00	1
45-1011.07	51-9012.00	2
45-1011.07	47-5013.00	3
45-1011.07	51-9021.00	4
45-1011.07	51-1011.00	5
45-1011.07	45-1011.05	6
45-1011.07	51-4191.00	7
45-1011.07	53-7072.00	8
45-1011.07	51-9023.00	9
45-1011.07	47-4061.00	10
45-1011.08	47-1011.00	1
45-1011.08	45-1011.06	2
45-1011.08	11-9013.01	3
45-1011.08	11-9051.00	4
45-1011.08	11-3051.00	5
45-1011.08	33-1021.02	6
45-1011.08	33-1021.01	7
45-1011.08	37-1012.00	8
45-1011.08	49-1011.00	9
45-1011.08	45-1011.07	10
45-2011.00	19-4011.01	1
45-2011.00	47-4011.00	2
45-2011.00	33-2021.01	3
45-2011.00	53-2022.00	4
45-2011.00	29-9012.00	5
45-2011.00	13-1041.01	6
45-2011.00	19-4093.00	7
45-2011.00	13-1199.01	8
45-2011.00	53-6051.08	9
45-2011.00	19-4099.02	10
45-2021.00	19-4011.01	1
45-2021.00	45-2011.00	2
45-2021.00	13-1021.00	3
45-2021.00	45-4023.00	4
45-2021.00	39-2011.00	5
45-2021.00	37-3012.00	6
45-2021.00	45-4011.00	7
45-2021.00	19-4093.00	8
45-2021.00	53-1021.00	9
45-2021.00	31-9096.00	10
45-2041.00	35-2021.00	1
45-2041.00	37-2011.00	2
45-2041.00	43-5081.03	3
45-2041.00	51-6031.00	4
45-2041.00	35-9021.00	5
45-2041.00	37-2012.00	6
45-2041.00	35-9011.00	7
45-2041.00	39-3031.00	8
45-2041.00	35-3041.00	9
45-2041.00	51-6021.00	10
45-2091.00	53-7032.00	1
45-2091.00	47-2072.00	2
45-2091.00	53-7073.00	3
45-2091.00	53-7031.00	4
45-2091.00	49-9096.00	5
45-2091.00	47-2151.00	6
45-2091.00	53-7033.00	7
45-2091.00	51-7041.00	8
45-2091.00	47-3012.00	9
45-2091.00	53-7081.00	10
45-2092.01	37-3011.00	1
45-2092.01	45-2093.00	2
45-2092.01	47-5051.00	3
45-2092.01	39-2021.00	4
45-2092.01	47-2061.00	5
45-2092.01	53-6031.00	6
45-2092.01	47-3011.00	7
45-2092.01	49-3093.00	8
45-2092.01	37-2011.00	9
45-2092.01	51-9198.00	10
45-2092.02	47-3014.00	1
45-2092.02	37-3011.00	2
45-2092.02	35-9021.00	3
45-2092.02	47-5051.00	4
45-2092.02	37-2011.00	5
45-2092.02	45-4021.00	6
45-2092.02	51-3022.00	7
45-2092.02	45-2092.01	8
45-2092.02	45-4022.00	9
45-2092.02	45-2093.00	10
45-2093.00	37-3011.00	1
45-2093.00	47-4071.00	2
45-2093.00	45-2092.01	3
45-2093.00	49-3093.00	4
45-2093.00	47-3011.00	5
45-2093.00	47-4061.00	6
45-2093.00	51-9022.00	7
45-2093.00	47-5071.00	8
45-2093.00	45-3011.00	9
45-2093.00	45-4022.00	10
45-3011.00	45-2093.00	1
45-3011.00	45-2092.01	2
45-3011.00	47-5071.00	3
45-3011.00	49-3093.00	4
45-3011.00	37-3011.00	5
45-3011.00	47-3011.00	6
45-3011.00	47-5051.00	7
45-3011.00	47-5011.00	8
45-3011.00	47-2061.00	9
45-3011.00	53-7061.00	10
45-3021.00	37-3011.00	1
45-3021.00	45-2093.00	2
45-3021.00	45-2092.01	3
45-3021.00	45-3011.00	4
45-3021.00	47-4071.00	5
45-3021.00	53-7061.00	6
45-3021.00	47-5051.00	7
45-3021.00	47-2061.00	8
45-3021.00	47-4031.00	9
45-3021.00	53-6031.00	10
45-4011.00	19-4093.00	1
45-4011.00	37-3012.00	2
45-4011.00	17-3031.01	3
45-4011.00	47-1011.00	4
45-4011.00	19-4011.01	5
45-4011.00	19-4099.02	6
45-4011.00	37-1012.00	7
45-4011.00	49-9012.00	8
45-4011.00	51-8021.00	9
45-4011.00	51-8031.00	10
45-4021.00	37-3011.00	1
45-4021.00	47-5051.00	2
45-4021.00	45-4022.00	3
45-4021.00	51-9198.00	4
45-4021.00	47-5071.00	5
45-4021.00	37-2011.00	6
45-4021.00	51-4121.06	7
45-4021.00	53-7081.00	8
45-4021.00	51-4052.00	9
45-4021.00	47-3014.00	10
45-4022.00	37-3011.00	1
45-4022.00	53-7032.00	2
45-4022.00	45-4021.00	3
45-4022.00	53-7031.00	4
45-4022.00	45-2093.00	5
45-4022.00	47-2151.00	6
45-4022.00	49-3093.00	7
45-4022.00	47-5042.00	8
45-4022.00	47-2071.00	9
45-4022.00	51-9195.07	10
45-4023.00	43-5071.00	1
45-4023.00	53-1021.00	2
45-4023.00	37-3012.00	3
45-4023.00	45-2011.00	4
45-4023.00	45-4011.00	5
45-4023.00	13-2021.01	6
45-4023.00	19-4011.01	7
45-4023.00	13-1021.00	8
45-4023.00	19-4093.00	9
45-4023.00	17-3031.01	10
47-1011.00	37-1012.00	1
47-1011.00	45-1011.08	2
47-1011.00	47-2152.01	3
47-1011.00	19-4093.00	4
47-1011.00	47-2152.02	5
47-1011.00	47-5031.00	6
47-1011.00	49-1011.00	7
47-1011.00	11-3051.00	8
47-1011.00	49-9071.00	9
47-1011.00	17-3031.01	10
47-2011.00	47-2211.00	1
47-2011.00	49-9052.00	2
47-2011.00	53-7071.00	3
47-2011.00	49-9071.00	4
47-2011.00	47-2152.01	5
47-2011.00	47-2221.00	6
47-2011.00	47-2152.02	7
47-2011.00	47-2031.02	8
47-2011.00	49-3092.00	9
47-2011.00	51-8021.00	10
47-2021.00	47-2031.02	1
47-2021.00	47-2221.00	2
47-2021.00	47-2031.01	3
47-2021.00	47-2051.00	4
47-2021.00	47-2171.00	5
47-2021.00	47-2081.00	6
47-2021.00	47-2211.00	7
47-2021.00	47-2132.00	8
47-2021.00	47-3015.00	9
47-2021.00	51-4192.00	10
47-2022.00	47-2152.01	1
47-2022.00	47-2031.01	2
47-2022.00	47-2171.00	3
47-2022.00	47-2044.00	4
47-2022.00	47-2031.02	5
47-2022.00	47-2152.02	6
47-2022.00	47-2021.00	7
47-2022.00	47-4031.00	8
47-2022.00	47-2132.00	9
47-2022.00	47-2081.00	10
47-2031.01	47-2211.00	1
47-2031.01	47-2053.00	2
47-2031.01	47-2021.00	3
47-2031.01	47-2051.00	4
47-2031.01	47-2031.02	5
47-2031.01	47-3012.00	6
47-2031.01	51-4192.00	7
47-2031.01	47-2044.00	8
47-2031.01	47-2081.00	9
47-2031.01	47-4031.00	10
47-2031.02	47-2211.00	1
47-2031.02	47-2081.00	2
47-2031.02	47-2021.00	3
47-2031.02	47-2221.00	4
47-2031.02	47-2031.01	5
47-2031.02	47-2051.00	6
47-2031.02	47-2152.01	7
47-2031.02	47-2132.00	8
47-2031.02	47-2171.00	9
47-2031.02	51-4192.00	10
47-2041.00	47-2044.00	1
47-2041.00	47-2053.00	2
47-2041.00	47-2042.00	3
47-2041.00	47-2051.00	4
47-2041.00	47-4031.00	5
47-2041.00	47-2031.01	6
47-2041.00	47-3012.00	7
47-2041.00	47-2142.00	8
47-2041.00	47-2043.00	9
47-2041.00	51-5113.00	10
47-2042.00	47-2041.00	1
47-2042.00	47-2053.00	2
47-2042.00	47-2044.00	3
47-2042.00	47-2132.00	4
47-2042.00	47-2142.00	5
47-2042.00	47-2043.00	6
47-2042.00	47-2051.00	7
47-2042.00	47-2121.00	8
47-2042.00	47-2031.01	9
47-2042.00	47-3015.00	10
47-2043.00	47-2053.00	1
47-2043.00	51-5113.00	2
47-2043.00	47-2041.00	3
47-2043.00	51-7041.00	4
47-2043.00	47-2044.00	5
47-2043.00	51-4121.06	6
47-2043.00	53-7063.00	7
47-2043.00	51-4122.00	8
47-2043.00	51-2031.00	9
47-2043.00	47-2042.00	10
47-2044.00	47-2041.00	1
47-2044.00	47-2053.00	2
47-2044.00	47-4031.00	3
47-2044.00	47-2031.01	4
47-2044.00	47-3012.00	5
47-2044.00	47-2042.00	6
47-2044.00	51-4192.00	7
47-2044.00	47-3015.00	8
47-2044.00	47-2132.00	9
47-2044.00	51-9195.07	10
47-2051.00	47-2053.00	1
47-2051.00	47-2031.01	2
47-2051.00	47-2021.00	3
47-2051.00	47-2181.00	4
47-2051.00	47-2132.00	5
47-2051.00	47-2031.02	6
47-2051.00	47-2041.00	7
47-2051.00	47-2071.00	8
47-2051.00	47-2171.00	9
47-2051.00	47-2211.00	10
47-2053.00	47-2041.00	1
47-2053.00	47-3012.00	2
47-2053.00	47-2044.00	3
47-2053.00	47-2051.00	4
47-2053.00	47-2031.01	5
47-2053.00	47-4031.00	6
47-2053.00	47-2043.00	7
47-2053.00	51-7041.00	8
47-2053.00	47-2121.00	9
47-2053.00	51-9122.00	10
47-2061.00	47-5051.00	1
47-2061.00	47-3011.00	2
47-2061.00	53-7061.00	3
47-2061.00	47-2053.00	4
47-2061.00	47-3012.00	5
47-2061.00	47-5071.00	6
47-2061.00	47-3014.00	7
47-2061.00	47-2051.00	8
47-2061.00	47-2071.00	9
47-2061.00	47-2151.00	10
47-2071.00	53-7032.00	1
47-2071.00	47-4061.00	2
47-2071.00	47-4051.00	3
47-2071.00	47-2072.00	4
47-2071.00	47-2051.00	5
47-2071.00	47-2073.00	6
47-2071.00	47-2151.00	7
47-2071.00	47-4031.00	8
47-2071.00	47-5081.00	9
47-2071.00	47-3011.00	10
47-2072.00	47-2071.00	1
47-2072.00	47-4061.00	2
47-2072.00	47-4051.00	3
47-2072.00	53-7032.00	4
47-2072.00	47-5013.00	5
47-2072.00	47-2221.00	6
47-2072.00	53-7073.00	7
47-2072.00	47-5081.00	8
47-2072.00	37-3013.00	9
47-2072.00	49-9096.00	10
47-2073.00	53-7021.00	1
47-2073.00	53-7032.00	2
47-2073.00	47-2071.00	3
47-2073.00	47-2072.00	4
47-2073.00	47-4051.00	5
47-2073.00	53-7033.00	6
47-2073.00	49-9012.00	7
47-2073.00	47-4061.00	8
47-2073.00	51-4032.00	9
47-2073.00	47-2151.00	10
47-2081.00	47-2031.02	1
47-2081.00	47-2211.00	2
47-2081.00	47-2031.01	3
47-2081.00	47-2021.00	4
47-2081.00	47-2132.00	5
47-2081.00	47-2221.00	6
47-2081.00	47-2171.00	7
47-2081.00	47-2044.00	8
47-2081.00	51-4192.00	9
47-2081.00	47-2011.00	10
47-2082.00	47-2053.00	1
47-2082.00	47-2121.00	2
47-2082.00	47-3012.00	3
47-2082.00	47-2044.00	4
47-2082.00	47-2141.00	5
47-2082.00	47-3014.00	6
47-2082.00	47-2142.00	7
47-2082.00	47-2161.00	8
47-2082.00	47-4031.00	9
47-2082.00	51-4121.06	10
47-2111.00	49-9021.01	1
47-2111.00	49-9021.02	2
47-2111.00	49-3042.00	3
47-2111.00	47-4021.00	4
47-2111.00	47-2152.01	5
47-2111.00	47-2152.02	6
47-2111.00	49-2022.00	7
47-2111.00	49-2094.00	8
47-2111.00	49-9071.00	9
47-2111.00	51-8021.00	10
47-2121.00	47-3012.00	1
47-2121.00	47-4031.00	2
47-2121.00	47-2053.00	3
47-2121.00	47-2142.00	4
47-2121.00	47-2132.00	5
47-2121.00	47-2031.01	6
47-2121.00	47-2181.00	7
47-2121.00	51-9195.03	8
47-2121.00	47-2141.00	9
47-2121.00	47-2044.00	10
47-2131.00	47-4031.00	1
47-2131.00	47-3012.00	2
47-2131.00	47-2053.00	3
47-2131.00	47-2031.01	4
47-2131.00	47-2051.00	5
47-2131.00	47-2132.00	6
47-2131.00	47-2171.00	7
47-2131.00	47-2142.00	8
47-2131.00	47-2141.00	9
47-2131.00	49-9096.00	10
47-2132.00	47-2181.00	1
47-2132.00	47-2051.00	2
47-2132.00	47-2081.00	3
47-2132.00	47-2031.01	4
47-2132.00	47-2031.02	5
47-2132.00	47-2161.00	6
47-2132.00	47-2053.00	7
47-2132.00	47-2142.00	8
47-2132.00	47-2121.00	9
47-2132.00	47-2021.00	10
47-2141.00	47-2142.00	1
47-2141.00	47-2121.00	2
47-2141.00	47-2131.00	3
47-2141.00	47-2132.00	4
47-2141.00	47-2053.00	5
47-2141.00	47-2181.00	6
47-2141.00	47-3012.00	7
47-2141.00	47-2082.00	8
47-2141.00	51-6011.00	9
47-2141.00	51-9195.03	10
47-2142.00	47-2141.00	1
47-2142.00	47-2121.00	2
47-2142.00	47-2053.00	3
47-2142.00	47-2132.00	4
47-2142.00	47-2041.00	5
47-2142.00	47-2131.00	6
47-2142.00	47-2051.00	7
47-2142.00	47-2181.00	8
47-2142.00	47-2042.00	9
47-2142.00	51-9195.03	10
47-2151.00	47-4061.00	1
47-2151.00	51-9195.07	2
47-2151.00	53-7032.00	3
47-2151.00	47-4031.00	4
47-2151.00	49-9098.00	5
47-2151.00	47-3012.00	6
47-2151.00	37-3011.00	7
47-2151.00	51-7041.00	8
