O*NET-SOC Code	Example	Commodity Code	Commodity Title
47-2022.00	Folding rulers	41111604	Rulers
47-2022.00	Forklift booms	24101629	Forklift or elevator accessories or supplies
47-2022.00	Full face shields	46181702	Facial shields
47-2022.00	Gantry cranes	24101619	Bridge cranes
47-2022.00	Gauging trowels	27112201	Trowels
47-2022.00	Grinding stones	31191510	Abrasive stones
47-2022.00	Grout floats	27112202	Floats
47-2022.00	Hacksaws	27111559	Hacksaw
47-2022.00	Hammer drills	27112703	Power drills
47-2022.00	Hand held sprayers	27112903	Hand sprayers
47-2022.00	Hand torches	23271702	Blow torch
47-2022.00	Hand tracers	27111901	Cold chisels
47-2022.00	Heating torches	23271702	Blow torch
47-2022.00	Horizontal shaft mixers	22101902	Plaster or mortar mixers
47-2022.00	Hydraulic hoists	24101602	Hoists
47-2022.00	Hydraulic jacks	24101612	Jacks
47-2022.00	Jackhammers	27131504	Pneumatic hammer
47-2022.00	Jointers	27112201	Trowels
47-2022.00	Laser levels	27111802	Levels
47-2022.00	Laser plumb bobs	27111804	Plumb bobs
47-2022.00	Lewis pins	31162605	Lifting hooks
47-2022.00	Lifelines	46182301	Lifelines or lifeline equipment
47-2022.00	Lifting spreaders	24101605	Loading equipment
47-2022.00	Lifting suction cups	24101631	Suction cups
47-2022.00	Margin trowels	27112201	Trowels
47-2022.00	Masonry forklifts	24101603	Forklifts
47-2022.00	Masonry hard hats	46181701	Hard hats
47-2022.00	Masonry levels	27111802	Levels
47-2022.00	Masonry plumb bobs	27111804	Plumb bobs
47-2022.00	Masonry safety glasses	46181802	Safety glasses
47-2022.00	Masonry saws	27112709	Power saws
47-2022.00	Masonry straight edges	27111807	Straight edges
47-2022.00	Masonry utility knives	27111503	Utility knives
47-2022.00	Measuring tapes	27111801	Tape measures
47-2022.00	Mini grinders	27112704	Power grinders
47-2022.00	Mixing drills	22101902	Plaster or mortar mixers
47-2022.00	Mortar hoes	27112008	Hoes
47-2022.00	Oxygen lances	23271702	Blow torch
47-2022.00	Pan mixers	22101902	Plaster or mortar mixers
47-2022.00	Personal computers	43211508	Personal computers
47-2022.00	Pinch bars	27112502	Pry bars
47-2022.00	Pitching chisels	27111901	Cold chisels
47-2022.00	Pneumatic air compressors	40151601	Air compressors
47-2022.00	Pneumatic chisels	27131504	Pneumatic hammer
47-2022.00	Pneumatic stone grinders	27131511	Pneumatic grinders
47-2022.00	Point chisels	27111901	Cold chisels
47-2022.00	Pointing trowels	27112201	Trowels
47-2022.00	Polishing machines	23151604	Grinding or polishing machines
47-2022.00	Portable cranes	24101630	Workshop cranes
47-2022.00	Power hoists	24101602	Hoists
47-2022.00	Protective ear muffs	46181902	Ear muffs
47-2022.00	Protective ear plugs	46181901	Ear plugs
47-2022.00	Rigging equipment	24101611	Slings
47-2022.00	Rock picks	27111605	Picks
47-2022.00	Rondel chisels	27111901	Cold chisels
47-2022.00	Rope and pulley systems	24101613	Blocks or pulleys
47-2022.00	Round point shovels	27112004	Shovels
47-2022.00	Rubber mallets	27111617	Rubber mallet
47-2022.00	Safety goggles	46181804	Goggles
47-2022.00	Safety harnesses	46182306	Safety harnesses or belts
47-2022.00	Safety masks	46182001	Masks or accessories
47-2022.00	Sandblasters	27131507	Pneumatic sanding machines
47-2022.00	Setting bars	27112502	Pry bars
47-2022.00	Shims	31163301	Double ended stud
47-2022.00	Slab trolleys	24101505	Pallet trucks
47-2022.00	Stationary scaffolds	30191502	Scaffolding
47-2022.00	Steam cleaning equipment	47121805	Pressure or steam cleaners
47-2022.00	Steel wire stone brushes	27111907	Wire brushes
47-2022.00	Stone cleaning sponges	47131603	Sponges
47-2022.00	Stone dollies	24101503	Dollies
47-2022.00	Stone grinders	27112704	Power grinders
47-2022.00	Stone lifting clamps	31162605	Lifting hooks
47-2022.00	Stone mason's hammers	27111602	Hammers
47-2022.00	Stone nippers	27112117	End cut pliers
47-2022.00	Stone polishers	27112702	Power buffers
47-2022.00	Stone routers	27112707	Power routers
47-2022.00	Stone splitters	23101508	Cutting machines
47-2022.00	Stone splitting wedges	27112504	Wedges
47-2022.00	Story pole tape measures	27111801	Tape measures
47-2022.00	Swing-stage scaffolds	30191502	Scaffolding
47-2022.00	Tooth chisels	27111901	Cold chisels
47-2022.00	Transit levels	41111938	Level sensors or transmitters
47-2022.00	Truck cranes	24101625	Conventional truck cranes
47-2022.00	Tuck pointers	27112201	Trowels
47-2022.00	Vacuum lifts	24101631	Suction cups
47-2022.00	Vertical shaft mixers	22101902	Plaster or mortar mixers
47-2022.00	Vixen files	27111934	Flat taper file
47-2022.00	Wet stone saws	27112709	Power saws
47-2022.00	Wet-dry vacuums	47121604	Wet or dry combination vacuum cleaners
47-2022.00	Wooden templates	44111809	Templates
47-2031.01	A-frame levels	27111802	Levels
47-2031.01	Air compressors	40151601	Air compressors
47-2031.01	Auger bits	27111537	Wood auger bit
47-2031.01	Baluster jigs	23153017	Alignment jig
47-2031.01	Band saws	27112709	Power saws
47-2031.01	Bandsaws	23231101	Bandsaw wheel
47-2031.01	Beam saws	27112709	Power saws
47-2031.01	Beam-lifting jacks	24101612	Jacks
47-2031.01	Belt sanders	27112739	Belt sander
47-2031.01	Biscuit joiners	27112721	Biscuit jointers
47-2031.01	Brad tackers	27112711	Power staple guns
47-2031.01	Bubble levels	27111802	Levels
47-2031.01	Bullseye levels	27111802	Levels
47-2031.01	Calibrating electronic levels	27111802	Levels
47-2031.01	Calipers	41111621	Calipers
47-2031.01	Carpenters' levels	27111802	Levels
47-2031.01	Cat's paws	27111712	Pullers
47-2031.01	Caulking guns	27112906	Caulking guns
47-2031.01	Chain saw jigs	23153002	Guide jig
47-2031.01	Circular saws	27112709	Power saws
47-2031.01	Combination squares	27111803	Squares
47-2031.01	Compound miter saws	23101512	Sawing machines
47-2031.01	Cordless drills	27112703	Power drills
47-2031.01	Cross-curve tape measures	27111801	Tape measures
47-2031.01	Dado blades	27112802	Saw blades
47-2031.01	Digital levels	27111802	Levels
47-2031.01	Disc grinders	27112704	Power grinders
47-2031.01	Draw chisels	27111906	Wood chisels
47-2031.01	Drill presses	23101502	Drilling machines
47-2031.01	Drum sanders	23101528	Drum sander
47-2031.01	Electric impact wrenches	27112713	Impact wrenches
47-2031.01	Electric planers	27112706	Power planes
47-2031.01	Extension ladders	30191501	Ladders
47-2031.01	Fall arrest systems	46182306	Safety harnesses or belts
47-2031.01	Fold-up ladders	30191501	Ladders
47-2031.01	Framing hammers	27111602	Hammers
47-2031.01	Framing squares	27111803	Squares
47-2031.01	Hammer staplers	27112401	Staple guns
47-2031.01	Hammers	27111602	Hammers
47-2031.01	Hand saws	27111508	Saws
47-2031.01	Handheld calculators	44101807	Pocket calculator
47-2031.01	Handheld rotary tools	27112708	Power sanders
47-2031.01	Hard hats	46181701	Hard hats
47-2031.01	Impact wrenches	27112713	Impact wrenches
47-2031.01	Infrared laser levels	27111802	Levels
47-2031.01	Joiners	27112721	Biscuit jointers
47-2031.01	Ladder jacks	30191502	Scaffolding
47-2031.01	Ladder levelers	30191602	Scaffolding stabilizers
47-2031.01	Ladders	30191501	Ladders
47-2031.01	Laser levels	27111802	Levels
47-2031.01	Laser measuring tools	41111615	Laser measuring systems
47-2031.01	Layout bars	27111803	Squares
47-2031.01	Level jigs	23153017	Alignment jig
47-2031.01	Lock levels	27111802	Levels
47-2031.01	Magnetized levels	27111802	Levels
47-2031.01	Marking gauges	27112305	Metal markers or holders
47-2031.01	Measuring tapes	27111801	Tape measures
47-2031.01	Mini pry bars	27112502	Pry bars
47-2031.01	Miter saws	23101512	Sawing machines
47-2031.01	Moisture meters	41112304	Moisture meters
47-2031.01	Morticers	27111906	Wood chisels
47-2031.01	Mortise jigs	23153002	Guide jig
47-2031.01	Multi-tip screwdrivers	27111701	Screwdrivers
47-2031.01	Needlenose pliers	27112108	Needlenose pliers
47-2031.01	Non-conducting ladders	30191501	Ladders
47-2031.01	Notebook computers	43211503	Notebook computers
47-2031.01	Pencil compasses	44111803	Compasses
47-2031.01	Personal computers	43211508	Personal computers
47-2031.01	Personal digital assistants PDA	43211504	Personal digital assistant PDAs or organizers
47-2031.01	Pettibones	24101603	Forklifts
47-2031.01	Phillips head screwdrivers	27111701	Screwdrivers
47-2031.01	Planes	27111903	Planes
47-2031.01	Plumb bobs	27111804	Plumb bobs
47-2031.01	Plumb lines	27111804	Plumb bobs
47-2031.01	Plunge routers	27112707	Power routers
47-2031.01	Pneumatic nail guns	27131506	Pneumatic nail drivers
47-2031.01	Portable routers	27112707	Power routers
47-2031.01	Power drills	27112703	Power drills
47-2031.01	Power generators	26111604	Gas generators
47-2031.01	Power routers	27112707	Power routers
47-2031.01	Power sanders	27112708	Power sanders
47-2031.01	Power saws	27112709	Power saws
47-2031.01	Power staple guns	27112711	Power staple guns
47-2031.01	Protractors	44111806	Protractors
47-2031.01	Pry bars	27112502	Pry bars
47-2031.01	Pump jacks	30191502	Scaffolding
47-2031.01	Push sticks	23153015	Feeder jig
47-2031.01	Rabbet planes	27111903	Planes
47-2031.01	Radial arm saws	27112709	Power saws
47-2031.01	Random orbital sanders	27112708	Power sanders
47-2031.01	Reciprocating saws	27112709	Power saws
47-2031.01	Respirators	46182002	Respirators
47-2031.01	Right triangles	44111810	Triangles
47-2031.01	Rotary hammers	20111603	Hammer drills
47-2031.01	Rough terrain forklifts	24101603	Forklifts
47-2031.01	Rulers	41111604	Rulers
47-2031.01	Saw guides	23231102	Saw guide
47-2031.01	Screw jacks	24101612	Jacks
47-2031.01	Self-stopping levels	27111802	Levels
47-2031.01	Shapers	27111903	Planes
47-2031.01	Sledgehammers	27111615	Sledge hammer
47-2031.01	Sliding t-bevels	27111809	Bevels
47-2031.01	Snips	27111519	Tinners snips
47-2031.01	Spirit levels	27111802	Levels
47-2031.01	Squares	27111803	Squares
47-2031.01	Story pole tape measures	27111801	Tape measures
47-2031.01	Straight screwdrivers	27111701	Screwdrivers
47-2031.01	Table saws	27112709	Power saws
47-2031.01	Templates	44111809	Templates
47-2031.01	Theodolites	41114204	Theodolites
47-2031.01	Torpedo levels	27111802	Levels
47-2031.01	Transit levels	41111938	Level sensors or transmitters
47-2031.01	Trim routers	27112707	Power routers
47-2031.01	Truck cranes	24101625	Conventional truck cranes
47-2031.01	Utility knives	27111503	Utility knives
47-2031.01	Visible beam laser levels	27111802	Levels
47-2031.01	Wall-lifting jacks	24101612	Jacks
47-2031.01	Water levels	27111802	Levels
47-2031.01	Wood chisels	27111906	Wood chisels
47-2031.01	Wood files	27111928	Cheesegrater file
47-2031.01	Work boots	46181604	Safety boots
47-2031.01	Worm-drive saws	27112709	Power saws
47-2031.02	A-frame levels	27111802	Levels
47-2031.02	Air compressors	40151601	Air compressors
47-2031.02	Bandsaws	23231101	Bandsaw wheel
47-2031.02	Beam saws	27112709	Power saws
47-2031.02	Beam-lifting jacks	24101612	Jacks
47-2031.02	Belt sanders	27112739	Belt sander
47-2031.02	Bullseye levels	27111802	Levels
47-2031.02	Calipers	41111621	Calipers
47-2031.02	Carpenters' levels	27111802	Levels
47-2031.02	Carpentry transits	41111938	Level sensors or transmitters
47-2031.02	Cat's paws	27111712	Pullers
47-2031.02	Caulking guns	27112906	Caulking guns
47-2031.02	Chainsaw jigs	23153002	Guide jig
47-2031.02	Circular saws	27112709	Power saws
47-2031.02	Combination squares	27111803	Squares
47-2031.02	Cross-curve tape measures	27111801	Tape measures
47-2031.02	Dado blades	27112802	Saw blades
47-2031.02	Digital levels	27111802	Levels
47-2031.02	Drill presses	23101502	Drilling machines
47-2031.02	Electric impact wrenches	27112713	Impact wrenches
47-2031.02	Extension ladders	30191501	Ladders
47-2031.02	Fall arrest systems	46182306	Safety harnesses or belts
47-2031.02	Fold-up ladders	30191501	Ladders
47-2031.02	Framing hammers	27111602	Hammers
47-2031.02	Framing squares	27111803	Squares
47-2031.02	Hammer staplers	27112401	Staple guns
47-2031.02	Hammers	27111602	Hammers
47-2031.02	Hand planers	27111903	Planes
47-2031.02	Hand saws	27111508	Saws
47-2031.02	Hard hats	46181701	Hard hats
47-2031.02	Impact wrenches	27112713	Impact wrenches
47-2031.02	Infrared laser levels	27111802	Levels
47-2031.02	Ladder jacks	30191502	Scaffolding
47-2031.02	Ladder levelers	30191602	Scaffolding stabilizers
47-2031.02	Ladders	30191501	Ladders
47-2031.02	Laser levels	27111802	Levels
47-2031.02	Laser measuring tools	41111615	Laser measuring systems
47-2031.02	Layout bars	27111803	Squares
47-2031.02	Level jigs	23153017	Alignment jig
47-2031.02	Lock levels	27111802	Levels
47-2031.02	Magnetized levels	27111802	Levels
47-2031.02	Marking gauges	27112305	Metal markers or holders
47-2031.02	Measuring tapes	27111801	Tape measures
47-2031.02	Mini pry bars	27112502	Pry bars
47-2031.02	Miter saws	23101512	Sawing machines
47-2031.02	Moisture meters	41112304	Moisture meters
47-2031.02	Multi-tip screwdrivers	27111701	Screwdrivers
47-2031.02	Nail guns	27112716	Power nail guns
47-2031.02	Needlenose pliers	27112108	Needlenose pliers
47-2031.02	Non-conducting ladders	30191501	Ladders
47-2031.02	Notebook computers	43211503	Notebook computers
47-2031.02	Personal computers	43211508	Personal computers
47-2031.02	Personal digital assistants PDA	43211504	Personal digital assistant PDAs or organizers
47-2031.02	Pettibones	24101603	Forklifts
47-2031.02	Phillips head screwdrivers	27111701	Screwdrivers
47-2031.02	Plumb bobs	27111804	Plumb bobs
47-2031.02	Plumb lines	27111804	Plumb bobs
47-2031.02	Pneumatic nail guns	27131506	Pneumatic nail drivers
47-2031.02	Portable routers	27112707	Power routers
47-2031.02	Power drills	27112703	Power drills
47-2031.02	Power generators	26111604	Gas generators
47-2031.02	Power routers	27112707	Power routers
47-2031.02	Power sanders	27112708	Power sanders
47-2031.02	Power saws	27112709	Power saws
47-2031.02	Power staple guns	27112711	Power staple guns
47-2031.02	Protractors	44111806	Protractors
47-2031.02	Pry bars	27112502	Pry bars
47-2031.02	Pump jacks	30191502	Scaffolding
47-2031.02	Push sticks	23153015	Feeder jig
47-2031.02	Radial arm saws	27112709	Power saws
47-2031.02	Reciprocating saws	27112709	Power saws
47-2031.02	Respirators	46182002	Respirators
47-2031.02	Right triangles	44111810	Triangles
47-2031.02	Rotary hammers	20111603	Hammer drills
47-2031.02	Rough terrain forklifts	24101603	Forklifts
47-2031.02	Rulers	41111604	Rulers
47-2031.02	Saw guides	23231102	Saw guide
47-2031.02	Screw jacks	24101612	Jacks
47-2031.02	Self-stopping levels	27111802	Levels
47-2031.02	Sledgehammers	27111615	Sledge hammer
47-2031.02	Sliding t-bevels	27111809	Bevels
47-2031.02	Snips	27111519	Tinners snips
47-2031.02	Spirit levels	27111802	Levels
47-2031.02	Squares	27111803	Squares
47-2031.02	Story pole tape measures	27111801	Tape measures
47-2031.02	Straight screwdrivers	27111701	Screwdrivers
47-2031.02	Table saws	27112709	Power saws
47-2031.02	Templates	44111809	Templates
47-2031.02	Theodolites	41114204	Theodolites
47-2031.02	Torpedo levels	27111802	Levels
47-2031.02	Truck cranes	24101625	Conventional truck cranes
47-2031.02	Utility knives	27111503	Utility knives
47-2031.02	Visible beam laser levels	27111802	Levels
47-2031.02	Wall-lifting jacks	24101612	Jacks
47-2031.02	Water levels	27111802	Levels
47-2031.02	Work boots	46181604	Safety boots
47-2031.02	Worm-drive saws	27112709	Power saws
47-2041.00	Air underlayment staplers	27112401	Staple guns
47-2041.00	Butane glue guns	27112719	Glue guns
47-2041.00	Carpet awls	27112302	Awls
47-2041.00	Carpet base cutters	27111506	Shears
47-2041.00	Carpet clamps	27112132	Hold down clamps
47-2041.00	Carpet cutters	27111506	Shears
47-2041.00	Carpet grippers/pullers	27112720	Torque tools
47-2041.00	Carpet seam steamers	47111601	Ironing machines or presses
47-2041.00	Carpet shears	27111506	Shears
47-2041.00	Carpet trolleys	24101504	Hand trucks or accessories
47-2041.00	Carpet tucking tools	27112124	Tensioners
47-2041.00	Caulking guns	27112906	Caulking guns
47-2041.00	Concrete nail drivers	27112716	Power nail guns
47-2041.00	Cool tip glue guns	27112719	Glue guns
47-2041.00	Cove base guns	27112719	Glue guns
47-2041.00	Cushion back cutters	27111506	Shears
47-2041.00	Cushion lock cutters	27111506	Shears
47-2041.00	Desktop computers	43211507	Desktop computers
47-2041.00	Door pin tools	27111712	Pullers
47-2041.00	Drill bit sets	27112845	Drill bit set
47-2041.00	Edge-binding staplers	27112401	Staple guns
47-2041.00	Electric carpet tackers	27112711	Power staple guns
47-2041.00	Electric glue guns	27112719	Glue guns
47-2041.00	Floor scraper blades	27111501	Knife blades
47-2041.00	Furniture skids	56101902	Furniture moving discs
47-2041.00	Hammer tackers	27112401	Staple guns
47-2041.00	Hammers	27111602	Hammers
47-2041.00	Hand trucks	24101504	Hand trucks or accessories
47-2041.00	Handheld calculators	44101807	Pocket calculator
47-2041.00	Heavy duty electric staplers	27112401	Staple guns
47-2041.00	Hexagon bit adaptors	27112809	Tool holders
47-2041.00	Hooked blades	27111501	Knife blades
47-2041.00	Jamb saws	27112709	Power saws
47-2041.00	Knee kickers	27112124	Tensioners
47-2041.00	Laser printers	43212105	Laser printers
47-2041.00	Loop pile cutters	27111506	Shears
47-2041.00	Molding lifter bars	27112502	Pry bars
47-2041.00	Multipurpose trimmers	27111503	Utility knives
47-2041.00	Nail driving guns	27131506	Pneumatic nail drivers
47-2041.00	Napping shears	27111506	Shears
47-2041.00	Notebook computers	43211503	Notebook computers
47-2041.00	Personal computers	43211508	Personal computers
47-2041.00	Power carpet stretchers	27112720	Torque tools
47-2041.00	Power drills	27112703	Power drills
47-2041.00	Round corner carpet blades	27111501	Knife blades
47-2041.00	Row separators	27113103	Fids
47-2041.00	Rubber mallets	27111617	Rubber mallet
47-2041.00	Seam cutters	27111506	Shears
47-2041.00	Seam squeezers	27112124	Tensioners
47-2041.00	Sewing needles	53141605	Sewing needles
47-2041.00	Spiral drill bits	27112845	Drill bit set
47-2041.00	Square corner carpet blades	27111501	Knife blades
47-2041.00	Stair claws	27112124	Tensioners
47-2041.00	Stairway stretchers	27112124	Tensioners
47-2041.00	Standup cutters	27111506	Shears
47-2041.00	Steaming irons	47111601	Ironing machines or presses
47-2041.00	Straightedges	27111807	Straight edges
47-2041.00	Strip cutter blades	27111501	Knife blades
47-2041.00	Strip cutters	27111506	Shears
47-2041.00	Switchblade trowels	27112201	Trowels
47-2041.00	Swivel-lock stretchers	27112124	Tensioners
47-2041.00	Tackless cutter blades	27111501	Knife blades
47-2041.00	Tape measures	27111801	Tape measures
47-2041.00	Toe kick saws	27112709	Power saws
47-2041.00	Trimmer carpet blades	27111501	Knife blades
47-2041.00	Tucking trimmers	27111503	Utility knives
47-2041.00	Turning tools	27112124	Tensioners
47-2041.00	Ultraviolet UV seam inspection lights	39101616	Ultraviolet UV lamps
47-2041.00	Undercut saws	27112709	Power saws
47-2041.00	Utility knives	27111503	Utility knives
47-2041.00	Wall trimmers	27111503	Utility knives
47-2042.00	Adhesive spreaders	27111909	Spatulas
47-2042.00	Adhesive syringes	27112719	Glue guns
47-2042.00	Adjustable wedges	27112504	Wedges
47-2042.00	Appliance sliders	31162703	Sliders
47-2042.00	Automatic plasma arc welding machines	23271404	Plasma arc welding machine
47-2042.00	Aviation snips	27111507	Metal cutters
47-2042.00	Bar scribers	27112303	Scribers
47-2042.00	Base molding lifters	27112502	Pry bars
47-2042.00	Broad knives	27111502	Razor knives
47-2042.00	Bubble levels	27111802	Levels
47-2042.00	Butane torches	23271702	Blow torch
47-2042.00	Chalk line markers	27112304	Chalk lines
47-2042.00	Claw clamps	27112103	Hand clamps
47-2042.00	Claw hammers	27111618	Claw hammer
47-2042.00	Concrete floats	27112202	Floats
47-2042.00	Concrete floor grinders	27112704	Power grinders
47-2042.00	Corner templates	44111809	Templates
47-2042.00	Cove base shears	27111506	Shears
47-2042.00	Dolphin knives	27111502	Razor knives
47-2042.00	Electric glue guns	27112719	Glue guns
47-2042.00	Floor caulking guns	27112906	Caulking guns
47-2042.00	Floor polishing machines	47121603	Floor polishers
47-2042.00	Floor sanders	27112708	Power sanders
47-2042.00	Floor stripping machines	47121611	Floor scrapers
47-2042.00	Flooring edge cutters	27111503	Utility knives
47-2042.00	Flooring knee pads	46181505	Protective knee pads
47-2042.00	Flooring screw guns	27112710	Power screwguns
47-2042.00	Flooring staplers	27112401	Staple guns
47-2042.00	Flooring utility knives	27111503	Utility knives
47-2042.00	Gauge rakes	22101905	Concrete spreaders
47-2042.00	Grinding stones	31191510	Abrasive stones
47-2042.00	Grooving tools	27111901	Cold chisels
47-2042.00	Grout floats	27112202	Floats
47-2042.00	Grout sponges	47131603	Sponges
47-2042.00	Guillotine shears	27111506	Shears
47-2042.00	Hacksaws	27111559	Hacksaw
47-2042.00	Hammer tackers	27112401	Staple guns
47-2042.00	Hand groovers	27112203	Edgers
47-2042.00	Hand rollers	30161508	Wallpaper roller
47-2042.00	Handheld distance meters	41111615	Laser measuring systems
47-2042.00	Heat welding nozzles	27112717	Heat guns
47-2042.00	Hot air guns	27112717	Heat guns
47-2042.00	Humidity measurement equipment	41112304	Moisture meters
47-2042.00	Laminate files	27111937	Laminate file
47-2042.00	Laminate shears	27111506	Shears
47-2042.00	Laser squares	27111803	Squares
47-2042.00	Layout squares	27111803	Squares
47-2042.00	Linoleum dollies	24101503	Dollies
47-2042.00	Linoleum knives	27111503	Utility knives
47-2042.00	Linoleum rollers	30161508	Wallpaper roller
47-2042.00	Material carts	24101501	Carts
47-2042.00	Material dollies	24101503	Dollies
47-2042.00	Measuring tapes	27111801	Tape measures
47-2042.00	Moving straps	24101611	Slings
47-2042.00	Nail driving bars	27111602	Hammers
47-2042.00	Notched trowels	27112201	Trowels
47-2042.00	Personal computers	43211508	Personal computers
47-2042.00	Pinch bars	27112502	Pry bars
47-2042.00	Pneumatic coil nailers	27112716	Power nail guns
47-2042.00	Power groovers	27112707	Power routers
47-2042.00	Power mixers	31211905	Paint mixers
47-2042.00	Protective safety glasses	46181802	Safety glasses
47-2042.00	Pull bars	27112502	Pry bars
47-2042.00	Pull saws	27111508	Saws
47-2042.00	Quarter moon knives	27111501	Knife blades
47-2042.00	Razor floor scrapers	47121611	Floor scrapers
47-2042.00	Rubber mallets	27111617	Rubber mallet
47-2042.00	Scoring knives	27112303	Scribers
47-2042.00	Scratch awls	27112302	Awls
47-2042.00	Screeds	22101905	Concrete spreaders
47-2042.00	Skiving knives	27111502	Razor knives
47-2042.00	Staple removers	27111712	Pullers
47-2042.00	Steel straightedges	27111807	Straight edges
47-2042.00	Strap clamps	27112132	Hold down clamps
47-2042.00	Tapping blocks	27112202	Floats
47-2042.00	Tile cutters	27112217	Tile cutter
47-2042.00	Undercut saws	27112709	Power saws
47-2042.00	Underlayment staplers	27112401	Staple guns
47-2042.00	Vinyl scribers	27112303	Scribers
47-2042.00	Vinyl tile cutters	27111521	Nibblers
47-2042.00	Wall spacers	27112132	Hold down clamps
47-2043.00	Application brushes	31211904	Paint brushes
47-2043.00	Claw hammers	27111618	Claw hammer
47-2043.00	Corner tools	27112203	Edgers
47-2043.00	Draw chisels	27111906	Wood chisels
47-2043.00	Drum sanders	23101528	Drum sander
47-2043.00	Dust masks	46182001	Masks or accessories
47-2043.00	Edge sanders	23101509	Sanding machines
47-2043.00	Finish application rollers	31211906	Paint rollers
47-2043.00	Finish edging tools	31211902	Edging tools
47-2043.00	Floor buffers	47121603	Floor polishers
47-2043.00	Floor sanders	27112708	Power sanders
47-2043.00	Floor saws	27112709	Power saws
47-2043.00	Floor scraping tools	47121611	Floor scrapers
47-2043.00	Floor scrubbing machines	47121605	Floor scrubbers
47-2043.00	Floor strippers	47121611	Floor scrapers
47-2043.00	Floor waxers	47121603	Floor polishers
47-2043.00	Flooring utility knives	27111503	Utility knives
47-2043.00	Personal computers	43211508	Personal computers
47-2043.00	Pneumatic orbital sanders	27131507	Pneumatic sanding machines
47-2043.00	Portable belt sanders	27112708	Power sanders
47-2043.00	Protective ear muffs	46181902	Ear muffs
47-2043.00	Protective eyewear	46181802	Safety glasses
47-2043.00	Rotary sanders	27112708	Power sanders
47-2043.00	Sanding blocks	23131513	Sanding blocks
47-2043.00	Shop vacuums	47121604	Wet or dry combination vacuum cleaners
47-2043.00	Tablet computers	43211509	Tablet computers
47-2043.00	Tack cloths	47131502	Cleaning cloths or wipes
47-2044.00	Adjustable widemouth pliers	27112107	Adjustable widemouth pliers
47-2044.00	Air compressors	40151601	Air compressors
47-2044.00	Angle grinders	27112749	Angle grinder
47-2044.00	Articulating boom lifts	22101803	Articulating boom lift
47-2044.00	Base grinders	27112704	Power grinders
47-2044.00	Bench vises	27112102	Bench vises
47-2044.00	Blow torches	23271702	Blow torch
47-2044.00	Builders' levels	27111802	Levels
47-2044.00	Bull floats	27112202	Floats
47-2044.00	Buttering trowels	27112201	Trowels
47-2044.00	Caulking guns	27112906	Caulking guns
47-2044.00	Chalk lines	27112304	Chalk lines
47-2044.00	Chipping hammers	27112705	Demolition hammers
47-2044.00	Claw hammers	27111618	Claw hammer
47-2044.00	Cold chisels	27111901	Cold chisels
47-2044.00	Colloidal mixers	22101902	Plaster or mortar mixers
47-2044.00	Double-sided files	27111920	Second cut file
47-2044.00	Drum cement mixers	22101902	Plaster or mortar mixers
47-2044.00	Dust collectors	40161503	Dust collectors
47-2044.00	Dust masks	46182001	Masks or accessories
47-2044.00	Ear muffs	46181902	Ear muffs
47-2044.00	Ear plugs	46181901	Ear plugs
47-2044.00	Electric winches	24101608	Winches
47-2044.00	Exhaust fans	40101502	Air exhausters
47-2044.00	Eyewash facilities	46181810	Eyewashers or eye wash stations
47-2044.00	Face shields	46181702	Facial shields
47-2044.00	Fall arrest systems	46182306	Safety harnesses or belts
47-2044.00	Finishing trowels	27112201	Trowels
47-2044.00	Flat trowels	27112201	Trowels
47-2044.00	Floor grinding machines	27112704	Power grinders
47-2044.00	Floor polishers	47121603	Floor polishers
47-2044.00	Floor scrapers	47121611	Floor scrapers
47-2044.00	Floor scrubbers	47121605	Floor scrubbers
47-2044.00	Gas generators	26111604	Gas generators
47-2044.00	Gauging trowels	27112201	Trowels
47-2044.00	Goggles	46181804	Goggles
47-2044.00	Grinding stones	31191510	Abrasive stones
47-2044.00	Grout floats	27112202	Floats
47-2044.00	Grout saws	27112709	Power saws
47-2044.00	Grout scrapers	27111502	Razor knives
47-2044.00	Grouting trowels	27112201	Trowels
47-2044.00	Hacksaws	27111559	Hacksaw
47-2044.00	Hammer drills	27112703	Power drills
47-2044.00	Hammers	27111602	Hammers
47-2044.00	Hard hats	46181701	Hard hats
47-2044.00	Heavy gauge trowels	27112201	Trowels
47-2044.00	Horizontal shaft mixers	22101902	Plaster or mortar mixers
47-2044.00	Hot glue guns	27112719	Glue guns
47-2044.00	Jackhammers	27131504	Pneumatic hammer
47-2044.00	Ladder jacks	30191502	Scaffolding
47-2044.00	Ladders	30191501	Ladders
47-2044.00	Laser levels	27111802	Levels
47-2044.00	Laser squares	27111803	Squares
47-2044.00	Layout sticks	27111801	Tape measures
47-2044.00	Levels	27111802	Levels
47-2044.00	Lifelines	46182301	Lifelines or lifeline equipment
47-2044.00	Magnesium floats	27112202	Floats
47-2044.00	Mallets	27111601	Mallets
47-2044.00	Margin trowels	27112201	Trowels
47-2044.00	Mechanical scaffolds	30191502	Scaffolding
47-2044.00	Mini grinders	27112704	Power grinders
47-2044.00	Mixing drills	22101902	Plaster or mortar mixers
47-2044.00	Molding prybars	27112502	Pry bars
47-2044.00	Notch trowels	27112201	Trowels
47-2044.00	Notebook computers	43211503	Notebook computers
47-2044.00	Pan mixers	22101902	Plaster or mortar mixers
47-2044.00	Personal computers	43211508	Personal computers
47-2044.00	Plumb bobs	27111804	Plumb bobs
47-2044.00	Point trowels	27112201	Trowels
