O*NET-SOC Code	Example	Commodity Code	Commodity Title	Hot Technology
15-1121.00	Oracle DBMS	43232304	Data base management system software	N
15-1121.00	Oracle E-Business Suite Financials	43231604	Financial analysis software	N
15-1121.00	Oracle Eloqua	43232303	Customer relationship management CRM software	N
15-1121.00	Oracle Fusion Applications	43231602	Enterprise resource planning ERP software	Y
15-1121.00	Oracle Fusion Middleware	43232403	Enterprise application integration software	Y
15-1121.00	Oracle Hyperion	43231602	Enterprise resource planning ERP software	Y
15-1121.00	Oracle Java	43232405	Object or component oriented development software	Y
15-1121.00	Oracle Java 2 Platform Enterprise Edition J2EE	43232402	Development environment software	N
15-1121.00	Oracle JavaServer Pages JSP	43232408	Web platform development software	Y
15-1121.00	Oracle JD Edwards EnterpriseOne	43231602	Enterprise resource planning ERP software	Y
15-1121.00	Oracle JDBC	43232306	Data base user interface and query software	Y
15-1121.00	Oracle Master Data Management MDM Suite	43232310	Metadata management software	N
15-1121.00	Oracle PeopleSoft	43231602	Enterprise resource planning ERP software	Y
15-1121.00	Oracle PeopleSoft Financials	43231602	Enterprise resource planning ERP software	Y
15-1121.00	Oracle PL/SQL	43232304	Data base management system software	Y
15-1121.00	Oracle Primavera Enterprise Project Portfolio Management	43231507	Project management software	Y
15-1121.00	Oracle software	43232306	Data base user interface and query software	Y
15-1121.00	Oracle Solaris	43233004	Operating system software	Y
15-1121.00	Oracle Taleo	43231505	Human resources software	Y
15-1121.00	Oracle WebLogic Server	43232701	Application server software	Y
15-1121.00	OrCAD Capture	43232604	Computer aided design CAD software	Y
15-1121.00	Patch and update management software	43232401	Configuration management software	N
15-1121.00	Perforce Helix software	43232401	Configuration management software	N
15-1121.00	Personal computer diagnostic software	43232406	Program testing software	N
15-1121.00	PHP: Hypertext Preprocessor	43232408	Web platform development software	Y
15-1121.00	Popkin System Architect	43232407	Requirements analysis and system architecture software	N
15-1121.00	PostgreSQL	43232311	Object oriented data base management software	Y
15-1121.00	Practical extraction and reporting language Perl	43232405	Object or component oriented development software	Y
15-1121.00	Puppet	43232401	Configuration management software	Y
15-1121.00	Python	43232405	Object or component oriented development software	Y
15-1121.00	Qlik Tech QlikView	43232314	Business intelligence and data analysis software	Y
15-1121.00	R	43232405	Object or component oriented development software	Y
15-1121.00	Rapide	43232405	Object or component oriented development software	N
15-1121.00	React	43232408	Web platform development software	Y
15-1121.00	Recovery testing software	43232406	Program testing software	N
15-1121.00	Red Hat Enterprise Linux	43233004	Operating system software	Y
15-1121.00	Red Hat WildFly	43232701	Application server software	Y
15-1121.00	Regression testing software	43232406	Program testing software	N
15-1121.00	Relational database management software	43232304	Data base management system software	Y
15-1121.00	Remote control software	43232702	Desktop communications software	N
15-1121.00	Requirements management software	43232407	Requirements analysis and system architecture software	N
15-1121.00	Ruby	43232402	Development environment software	Y
15-1121.00	Ruby on Rails	43232408	Web platform development software	Y
15-1121.00	Salesforce software	43232303	Customer relationship management CRM software	Y
15-1121.00	Salesforce Visualforce	43232404	Graphical user interface development software	Y
15-1121.00	SAP	43231602	Enterprise resource planning ERP software	Y
15-1121.00	SAP Adaptive Server Enterprise	43232304	Data base management system software	N
15-1121.00	SAP Business Objects	43231602	Enterprise resource planning ERP software	Y
15-1121.00	SAP BusinessObjects Desktop Intelligence	43232306	Data base user interface and query software	N
15-1121.00	SAP Crystal Reports	43232305	Data base reporting software	Y
15-1121.00	SAP Master Data Management MDM	43232310	Metadata management software	N
15-1121.00	SAP NetWeaver	43232403	Enterprise application integration software	N
15-1121.00	SAP Netweaver BW	43232403	Enterprise application integration software	N
15-1121.00	SAS	43232605	Analytical or scientific software	Y
15-1121.00	Scala	43232405	Object or component oriented development software	Y
15-1121.00	Security testing software	43232406	Program testing software	N
15-1121.00	Selenium	43232406	Program testing software	Y
15-1121.00	Shell script	43233004	Operating system software	Y
15-1121.00	Smalltalk	43232405	Object or component oriented development software	N
15-1121.00	Snort	43232801	Network monitoring software	N
15-1121.00	Software asset management SAM software	43232306	Data base user interface and query software	N
15-1121.00	Software distribution software	43232401	Configuration management software	N
15-1121.00	SpectraQuest	43232604	Computer aided design CAD software	Y
15-1121.00	Splunk Enterprise	43233701	Enterprise system management software	Y
15-1121.00	Spring Boot	43232701	Application server software	Y
15-1121.00	Spring Framework	43232408	Web platform development software	Y
15-1121.00	Stac Software ReachOut	43232702	Desktop communications software	N
15-1121.00	StataCorp Stata	43232605	Analytical or scientific software	N
15-1121.00	Static analysis software	43232406	Program testing software	N
15-1121.00	Stress testing software	43232406	Program testing software	N
15-1121.00	Structure prediction software	43232605	Analytical or scientific software	N
15-1121.00	Structured query language SQL	43232306	Data base user interface and query software	Y
15-1121.00	Sun Microsystems Sun ONE	43232313	Transaction server software	N
15-1121.00	Supervisory control and data acquisition SCADA software	43232608	Industrial control software	Y
15-1121.00	Swift	43232405	Object or component oriented development software	Y
15-1121.00	Symantec	43233205	Transaction security and virus protection software	Y
15-1121.00	Symantec pcAnywhere	43232702	Desktop communications software	N
15-1121.00	Symantec Visual Cafe	43232402	Development environment software	N
15-1121.00	System and data disaster recovery software	43233415	Backup or archival software	N
15-1121.00	System testing software	43232406	Program testing software	N
15-1121.00	Systems and application deployment and migration software	43232401	Configuration management software	N
15-1121.00	Tableau	43232314	Business intelligence and data analysis software	Y
15-1121.00	Tax software	43231601	Accounting software	N
15-1121.00	Teradata Database	43232304	Data base management system software	Y
15-1121.00	Test design software	43232406	Program testing software	N
15-1121.00	Test implementation software	43232406	Program testing software	N
15-1121.00	The MathWorks MATLAB	43232605	Analytical or scientific software	Y
15-1121.00	Time sharing option TSO software	43232409	Compiler and decompiler software	N
15-1121.00	Transact-SQL	43232306	Data base user interface and query software	Y
15-1121.00	Ubuntu	43233004	Operating system software	N
15-1121.00	Unified modeling language UML	43232407	Requirements analysis and system architecture software	Y
15-1121.00	Unit testing software	43232406	Program testing software	N
15-1121.00	UNIX	43233004	Operating system software	Y
15-1121.00	UNIX Shell	43233004	Operating system software	Y
15-1121.00	Usability testing software	43232406	Program testing software	N
15-1121.00	Verilog	43232402	Development environment software	N
15-1121.00	Veritas NetBackup	43233415	Backup or archival software	N
15-1121.00	Version control software	43232203	File versioning software	N
15-1121.00	Virtual private networking VPN software	43233203	Network security or virtual private network VPN management software	Y
15-1121.00	Virus scanning software	43233205	Transaction security and virus protection software	N
15-1121.00	VMWare	43232401	Configuration management software	Y
15-1121.00	Voice over internet protocol VoiP system software	43232805	Internet protocol IP multimedia subsystem software	Y
15-1121.00	Web server software	43232313	Transaction server software	N
15-1121.00	WebFOCUS	43232403	Enterprise application integration software	N
15-1121.00	Wireshark	43232801	Network monitoring software	Y
15-1121.00	Wise Solutions Wise for Windows Installer	43232401	Configuration management software	N
15-1121.00	YouTube	43232103	Video creation and editing software	Y
15-1121.01	Allscripts Professional EHR	43232610	Medical software	N
15-1121.01	Allscripts Sunrise Clinical Manager	43232610	Medical software	N
15-1121.01	Amkai AmkaiCharts	43232610	Medical software	N
15-1121.01	Bizmatics PrognoCIS EMR System	43232610	Medical software	N
15-1121.01	Cerner Millennium	43232610	Medical software	N
15-1121.01	Cerner PowerChart	43232610	Medical software	N
15-1121.01	ChartWare EMR	43232610	Medical software	N
15-1121.01	Computer aided software engineering CASE tools	43232405	Object or component oriented development software	N
15-1121.01	Computerized physician order entry CPOE software	43232610	Medical software	N
15-1121.01	e-MDs software	43232610	Medical software	N
15-1121.01	eClinicalWorks	43232610	Medical software	N
15-1121.01	Electronic medical administration record eMAR software	43232610	Medical software	N
15-1121.01	Epic Systems	43232610	Medical software	Y
15-1121.01	ESRI ArcGIS software	43233506	Map creation software	Y
15-1121.01	GE Healthcare Centricity EMR	43232610	Medical software	N
15-1121.01	Healthcare management system	43232610	Medical software	N
15-1121.01	IBM SPSS Statistics	43232605	Analytical or scientific software	Y
15-1121.01	JavaScript	43232408	Web platform development software	Y
15-1121.01	Learning management system LMS	43232502	Computer based training software	N
15-1121.01	McKesson ANSOS One-Staff	43232108	Calendar and scheduling software	N
15-1121.01	MEDITECH Healthcare Information System HCIS	43232610	Medical software	N
15-1121.01	MEDITECH software	43232610	Medical software	Y
15-1121.01	Mediware ClosedLoop Clinical Systems	43232610	Medical software	N
15-1121.01	Mediware Information Systems MediCOE	43232610	Medical software	N
15-1121.01	Medscribbler Enterprise	43232610	Medical software	N
15-1121.01	MicroFour PracticeStudio.NET EMR	43232610	Medical software	N
15-1121.01	Microsoft Access	43232306	Data base user interface and query software	Y
15-1121.01	Microsoft Excel	43232110	Spreadsheet software	Y
15-1121.01	Microsoft Office	43231513	Office suite software	Y
15-1121.01	Microsoft Outlook	43233501	Electronic mail software	Y
15-1121.01	Microsoft PowerPoint	43232106	Presentation software	Y
15-1121.01	Microsoft Project	43231507	Project management software	Y
15-1121.01	Microsoft SharePoint	43231507	Project management software	Y
15-1121.01	Microsoft SQL Server Reporting Services SSRS	43232405	Object or component oriented development software	N
15-1121.01	Microsoft Visio	43232102	Graphics or photo imaging software	Y
15-1121.01	Microsoft Word	43232104	Word processing software	Y
15-1121.01	Netsmart Technologies CareNet	43232610	Medical software	N
15-1121.01	NextGen Healthcare Information Systems EMR	43232610	Medical software	N
15-1121.01	Picis CareSuite	43232610	Medical software	N
15-1121.01	Practical extraction and reporting language Perl	43232405	Object or component oriented development software	Y
15-1121.01	Python	43232405	Object or component oriented development software	Y
15-1121.01	Qlik software	43232314	Business intelligence and data analysis software	N
15-1121.01	R	43232405	Object or component oriented development software	Y
15-1121.01	Salesforce software	43232303	Customer relationship management CRM software	Y
15-1121.01	SAP BusinessObjects Crystal Reports	43232305	Data base reporting software	N
15-1121.01	SAS software	43232605	Analytical or scientific software	N
15-1121.01	Seimens Healthineers	43232610	Medical software	N
15-1121.01	SOAPware EMR	43232610	Medical software	N
15-1121.01	Software development tools	43232402	Development environment software	N
15-1121.01	StatCom Patient Flow Logistics Enterprise Suite	43232610	Medical software	N
15-1121.01	Structured query language SQL	43232306	Data base user interface and query software	Y
15-1121.01	SynaMed EMR	43232610	Medical software	N
15-1121.01	Tableau	43232314	Business intelligence and data analysis software	Y
15-1121.01	Texas Medical Software SpringCharts EMR	43232610	Medical software	N
15-1121.01	UNIX	43233004	Operating system software	Y
15-1121.01	VISICU eICU Program	43232610	Medical software	N
15-1121.01	Web browser software	43232705	Internet browser software	N
15-1121.01	Word processing software	43232104	Word processing software	N
15-1122.00	Access management software	43232901	Access software	N
15-1122.00	AccessData FTK	43232801	Network monitoring software	N
15-1122.00	Active directory software	43232704	Internet directory services software	N
15-1122.00	Adobe Systems Adobe ActionScript	43232402	Development environment software	N
15-1122.00	Adobe Systems Adobe Flash	43232102	Graphics or photo imaging software	N
15-1122.00	Advanced business application programming ABAP	43232405	Object or component oriented development software	Y
15-1122.00	AJAX	43232408	Web platform development software	Y
15-1122.00	Amazon Elastic Compute Cloud EC2	43232306	Data base user interface and query software	Y
15-1122.00	Amazon Redshift	43232306	Data base user interface and query software	Y
15-1122.00	Amazon Web Services AWS software	43232306	Data base user interface and query software	Y
15-1122.00	Ansible software	43231511	Expert system software	Y
15-1122.00	Anti-phishing software	43233205	Transaction security and virus protection software	N
15-1122.00	Anti-spyware software	43233205	Transaction security and virus protection software	N
15-1122.00	Anti-Trojan software	43233205	Transaction security and virus protection software	N
15-1122.00	Apache Ant	43232402	Development environment software	Y
15-1122.00	Apache Cassandra	43232304	Data base management system software	Y
15-1122.00	Apache Groovy	43232405	Object or component oriented development software	Y
15-1122.00	Apache Hadoop	43232304	Data base management system software	Y
15-1122.00	Apache Hive	43232304	Data base management system software	Y
15-1122.00	Apache HTTP Server	43232312	Portal server software	Y
15-1122.00	Apache Kafka	43232402	Development environment software	Y
15-1122.00	Apache Maven	43232402	Development environment software	N
15-1122.00	Apache Pig	43232304	Data base management system software	Y
15-1122.00	Apache Solr	43232304	Data base management system software	Y
15-1122.00	Apache Struts	43232408	Web platform development software	Y
15-1122.00	Apache Subversion SVN	43232203	File versioning software	Y
15-1122.00	Apache Tomcat	43232408	Web platform development software	Y
15-1122.00	Apple macOS	43233004	Operating system software	Y
15-1122.00	ArcSight Enterprise Threat and Risk Management	43233701	Enterprise system management software	N
15-1122.00	Atlassian Bamboo	43232403	Enterprise application integration software	Y
15-1122.00	Atlassian JIRA	43232201	Content workflow software	Y
15-1122.00	Automated audit trail analysis software	43232801	Network monitoring software	N
15-1122.00	Automated installation software	43232401	Configuration management software	N
15-1122.00	Automated media tracking software	43232801	Network monitoring software	N
15-1122.00	Backup and archival software	43233415	Backup or archival software	N
15-1122.00	Bash	43233004	Operating system software	Y
15-1122.00	Berkeley Internet Domain Name BIND	43232704	Internet directory services software	N
15-1122.00	Blackboard	43232306	Data base user interface and query software	N
15-1122.00	C	43232402	Development environment software	N
15-1122.00	C#	43232405	Object or component oriented development software	Y
15-1122.00	C++	43232405	Object or component oriented development software	Y
15-1122.00	Check Point Next Generation Secure Web Gateway	43233205	Transaction security and virus protection software	N
15-1122.00	Chef	43232401	Configuration management software	N
15-1122.00	Cisco Systems CiscoWorks	43232804	Administration software	N
15-1122.00	Citrix	43232901	Access software	Y
15-1122.00	Common business oriented language COBOL	43232402	Development environment software	Y
15-1122.00	Computer forensic software	43233001	Filesystem software	N
15-1122.00	Confluence	43231507	Project management software	Y
15-1122.00	Conformance and validation testing software	43232406	Program testing software	N
15-1122.00	Cryptographic key management software	43233204	Network security and virtual private network VPN equipment software	N
15-1122.00	Customer information control system CICS	43232313	Transaction server software	N
15-1122.00	Data entry software	43232306	Data base user interface and query software	Y
15-1122.00	Delphi Technology	43231604	Financial analysis software	N
15-1122.00	Diameter	43233201	Authentication server software	N
15-1122.00	Django	43232408	Web platform development software	Y
15-1122.00	Docker	43232701	Application server software	Y
15-1122.00	Domain name system DNS	43232704	Internet directory services software	N
15-1122.00	Eclipse IDE	43232402	Development environment software	Y
15-1122.00	Elasticsearch	43232304	Data base management system software	Y
15-1122.00	End-to-end encryption software	43233205	Transaction security and virus protection software	N
15-1122.00	Enterprise JavaBeans	43232408	Web platform development software	N
15-1122.00	Epic Systems	43232610	Medical software	Y
15-1122.00	ESRI ArcGIS software	43233506	Map creation software	Y
15-1122.00	Ethereal	43232801	Network monitoring software	N
15-1122.00	Extensible HyperText Markup Language XHTML	43232408	Web platform development software	N
15-1122.00	Extensible markup language XML	43232403	Enterprise application integration software	Y
15-1122.00	Firewall software	43233204	Network security and virtual private network VPN equipment software	N
15-1122.00	Geographic information system GIS software	43233506	Map creation software	Y
15-1122.00	Git	43232203	File versioning software	Y
15-1122.00	GitHub	43232701	Application server software	Y
15-1122.00	Go	43232402	Development environment software	Y
15-1122.00	Guidance Software EnCase Forensic	43232801	Network monitoring software	N
15-1122.00	Hewlett Packard HP-UX	43233004	Operating system software	N
15-1122.00	Honeypot	43233205	Transaction security and virus protection software	N
15-1122.00	HP Fortify	43233203	Network security or virtual private network VPN management software	N
15-1122.00	HP WebInspect	43233205	Transaction security and virus protection software	N
15-1122.00	Human resource management software HRMS	43231505	Human resources software	N
15-1122.00	Hypertext markup language HTML	43232408	Web platform development software	Y
15-1122.00	IBM Cognos Impromptu	43232314	Business intelligence and data analysis software	Y
15-1122.00	IBM Domino	43232902	Communications server software	N
15-1122.00	IBM Notes	43233501	Electronic mail software	Y
15-1122.00	IBM Power Systems software	43233701	Enterprise system management software	N
15-1122.00	IBM QRadar SIEM	43232801	Network monitoring software	N
15-1122.00	IBM Tivoli Access Management TAM	43232901	Access software	N
15-1122.00	IBM Tivoli Identity Management TIM	43233201	Authentication server software	N
15-1122.00	IBM WebSphere	43232403	Enterprise application integration software	Y
15-1122.00	Imperva SecureSphere	43233204	Network security and virtual private network VPN equipment software	N
15-1122.00	Integrated development environment IDE software	43232402	Development environment software	Y
15-1122.00	Integrity verification software	43232801	Network monitoring software	N
15-1122.00	Intrusion detection system IDS	43233203	Network security or virtual private network VPN management software	N
15-1122.00	Intrusion prevention system IPS	43233203	Network security or virtual private network VPN management software	N
15-1122.00	IpFilter	43233204	Network security and virtual private network VPN equipment software	N
15-1122.00	IpTables	43233204	Network security and virtual private network VPN equipment software	N
15-1122.00	ISS RealSecure	43233203	Network security or virtual private network VPN management software	N
15-1122.00	JavaScript	43232408	Web platform development software	Y
15-1122.00	JavaScript Object Notation JSON	43232408	Web platform development software	Y
15-1122.00	Job control language JCL	43233004	Operating system software	N
15-1122.00	Juniper Networks NetScreen-Security Manager	43233204	Network security and virtual private network VPN equipment software	N
15-1122.00	Kali Linux	43232406	Program testing software	N
15-1122.00	Keystroke monitoring software	43232801	Network monitoring software	N
15-1122.00	KornShell	43233004	Operating system software	N
15-1122.00	LAMP Stack	43232408	Web platform development software	N
15-1122.00	LexisNexis	43232309	Information retrieval or search software	N
15-1122.00	License management software	43231512	License management software	N
15-1122.00	Link encryption software	43233205	Transaction security and virus protection software	N
15-1122.00	Linux	43233004	Operating system software	Y
15-1122.00	McAfee	43233205	Transaction security and virus protection software	N
15-1122.00	McAfee VirusScan	43233205	Transaction security and virus protection software	N
15-1122.00	Metasploit	43233205	Transaction security and virus protection software	N
15-1122.00	Micro Focus OpenView	43232801	Network monitoring software	N
15-1122.00	Microsoft .NET Framework	43232402	Development environment software	Y
15-1122.00	Microsoft Access	43232306	Data base user interface and query software	Y
15-1122.00	Microsoft Active Server Pages ASP	43232408	Web platform development software	Y
15-1122.00	Microsoft ASP.NET	43232408	Web platform development software	Y
15-1122.00	Microsoft Azure	43232402	Development environment software	Y
15-1122.00	Microsoft Dynamics	43231602	Enterprise resource planning ERP software	Y
15-1122.00	Microsoft Excel	43232110	Spreadsheet software	Y
15-1122.00	Microsoft Exchange Server	43233501	Electronic mail software	Y
15-1122.00	Microsoft Hyper-V Server	43233004	Operating system software	N
15-1122.00	Microsoft Office	43231513	Office suite software	Y
15-1122.00	Microsoft PowerPoint	43232106	Presentation software	Y
15-1122.00	Microsoft PowerShell	43232402	Development environment software	Y
15-1122.00	Microsoft Project	43231507	Project management software	Y
15-1122.00	Microsoft SharePoint	43231507	Project management software	Y
15-1122.00	Microsoft SQL Server	43232306	Data base user interface and query software	Y
15-1122.00	Microsoft SQL Server Integration Services SSIS	43232403	Enterprise application integration software	Y
15-1122.00	Microsoft SQL Server Reporting Services	43232305	Data base reporting software	Y
15-1122.00	Microsoft Visio	43232102	Graphics or photo imaging software	Y
15-1122.00	Microsoft Visual Basic	43232402	Development environment software	Y
15-1122.00	Microsoft Visual Basic for Applications VBA	43232402	Development environment software	Y
15-1122.00	Microsoft Visual Basic Scripting Edition VBScript	43232402	Development environment software	Y
15-1122.00	Microsoft Visual Studio	43232402	Development environment software	Y
15-1122.00	Microsoft Windows	43233004	Operating system software	Y
15-1122.00	Microsoft Windows Server	43233004	Operating system software	Y
15-1122.00	Microsoft Word	43232104	Word processing software	Y
15-1122.00	MicroStrategy	43232314	Business intelligence and data analysis software	Y
15-1122.00	MongoDB	43232304	Data base management system software	Y
15-1122.00	MySQL	43232304	Data base management system software	Y
15-1122.00	Nagios	43232801	Network monitoring software	Y
15-1122.00	National Instruments LabVIEW	43232402	Development environment software	Y
15-1122.00	Network and system vulnerability assessment software	43233203	Network security or virtual private network VPN management software	N
15-1122.00	Network directory services software	43232704	Internet directory services software	N
15-1122.00	Network intrusion prevention systems NIPS	43232801	Network monitoring software	N
15-1122.00	Network security auditing software	43233203	Network security or virtual private network VPN management software	N
15-1122.00	Network, hardware, and software auditing software	43232801	Network monitoring software	N
15-1122.00	Node.js	43232408	Web platform development software	Y
15-1122.00	NoSQL	43232304	Data base management system software	Y
15-1122.00	Objective C	43232405	Object or component oriented development software	Y
15-1122.00	Oracle Business Intelligence Enterprise Edition	43232314	Business intelligence and data analysis software	Y
15-1122.00	Oracle E-Business Suite Financials	43231604	Financial analysis software	N
15-1122.00	Oracle Fusion Applications	43231602	Enterprise resource planning ERP software	Y
15-1122.00	Oracle Fusion Middleware	43232403	Enterprise application integration software	Y
15-1122.00	Oracle Hyperion	43231602	Enterprise resource planning ERP software	Y
15-1122.00	Oracle Java	43232405	Object or component oriented development software	Y
15-1122.00	Oracle JavaServer Pages JSP	43232408	Web platform development software	Y
15-1122.00	Oracle JD Edwards EnterpriseOne	43231602	Enterprise resource planning ERP software	Y
15-1122.00	Oracle JDBC	43232306	Data base user interface and query software	Y
15-1122.00	Oracle Net Manager	43232801	Network monitoring software	N
15-1122.00	Oracle PeopleSoft	43231602	Enterprise resource planning ERP software	Y
15-1122.00	Oracle PeopleSoft Financials	43231602	Enterprise resource planning ERP software	Y
15-1122.00	Oracle PL/SQL	43232304	Data base management system software	Y
15-1122.00	Oracle software	43232306	Data base user interface and query software	Y
15-1122.00	Oracle Solaris	43233004	Operating system software	Y
15-1122.00	Oracle WebLogic Server	43232701	Application server software	Y
15-1122.00	Palo Alto Networks Next-Generation Security Platform	43233204	Network security and virtual private network VPN equipment software	N
15-1122.00	Password cracker software	43233205	Transaction security and virus protection software	N
15-1122.00	Password management software	43233201	Authentication server software	N
15-1122.00	Patch and update management software	43232401	Configuration management software	N
15-1122.00	Penetration testing software	43233205	Transaction security and virus protection software	N
15-1122.00	Perforce Helix software	43232401	Configuration management software	N
15-1122.00	PHP: Hypertext Preprocessor	43232408	Web platform development software	Y
15-1122.00	Ping Identity	43233205	Transaction security and virus protection software	N
15-1122.00	Portswigger BurP Suite	43233205	Transaction security and virus protection software	N
15-1122.00	PostgreSQL	43232311	Object oriented data base management software	Y
15-1122.00	Practical extraction and reporting language Perl	43232405	Object or component oriented development software	Y
15-1122.00	Program checksumming software	43233205	Transaction security and virus protection software	N
15-1122.00	Puppet	43232401	Configuration management software	Y
15-1122.00	Python	43232405	Object or component oriented development software	Y
15-1122.00	Qlik Tech QlikView	43232314	Business intelligence and data analysis software	Y
15-1122.00	Qualys Cloud Platform	43233203	Network security or virtual private network VPN management software	N
15-1122.00	Quest BigBrother	43232801	Network monitoring software	N
15-1122.00	Rapid7 Nexpose	43233205	Transaction security and virus protection software	N
15-1122.00	Red Hat Enterprise Linux	43233004	Operating system software	Y
15-1122.00	Red Hat WildFly	43232701	Application server software	Y
15-1122.00	Relational database management software	43232304	Data base management system software	Y
15-1122.00	Remote authentication dial-in user service RADIUS software	43233201	Authentication server software	N
15-1122.00	Root kit detection software	43233205	Transaction security and virus protection software	N
15-1122.00	Ruby	43232402	Development environment software	Y
15-1122.00	Ruby on Rails	43232408	Web platform development software	Y
15-1122.00	Salesforce	43232303	Customer relationship management CRM software	N
15-1122.00	SAP	43231602	Enterprise resource planning ERP software	Y
15-1122.00	SAP Crystal Reports	43232305	Data base reporting software	Y
15-1122.00	SAS	43232605	Analytical or scientific software	Y
15-1122.00	Scala	43232405	Object or component oriented development software	Y
15-1122.00	Secure internet filtering software	43233205	Transaction security and virus protection software	N
15-1122.00	Secure shell SSH software	43232702	Desktop communications software	N
15-1122.00	Security incident management software	43233203	Network security or virtual private network VPN management software	N
15-1122.00	Security risk assessment software	43233205	Transaction security and virus protection software	N
15-1122.00	SeleniumHQ	43232406	Program testing software	N
15-1122.00	Shell script	43233004	Operating system software	Y
15-1122.00	Smart card management software	43232611	Point of sale POS software	N
15-1122.00	Sniffer Investigator	43232801	Network monitoring software	N
15-1122.00	Snort	43232801	Network monitoring software	N
15-1122.00	Splunk Enterprise	43233701	Enterprise system management software	Y
15-1122.00	Spring Framework	43232408	Web platform development software	Y
15-1122.00	Stack smashing protection SSP software	43233205	Transaction security and virus protection software	N
15-1122.00	Structured query language SQL	43232306	Data base user interface and query software	Y
15-1122.00	Supervisory control and data acquisition SCADA software	43232608	Industrial control software	Y
15-1122.00	Swift	43232405	Object or component oriented development software	Y
15-1122.00	Symantec	43233205	Transaction security and virus protection software	Y
15-1122.00	Symantec Blue Coat Data Loss Prevention	43232801	Network monitoring software	N
15-1122.00	Symantec Endpoint Protection	43233205	Transaction security and virus protection software	N
15-1122.00	Symantec Norton Antivirus	43233205	Transaction security and virus protection software	N
15-1122.00	System and data disaster recovery software	43233415	Backup or archival software	N
15-1122.00	System testing software	43232406	Program testing software	N
15-1122.00	Tableau	43232314	Business intelligence and data analysis software	Y
15-1122.00	Tcpdump	43232801	Network monitoring software	N
15-1122.00	Tenable Nessus	43233205	Transaction security and virus protection software	N
15-1122.00	Teradata Database	43232304	Data base management system software	Y
15-1122.00	The MathWorks MATLAB	43232605	Analytical or scientific software	Y
15-1122.00	Trend Micro TippingPoint	43233204	Network security and virtual private network VPN equipment software	N
15-1122.00	Ubuntu	43233004	Operating system software	N
15-1122.00	Unified modeling language UML	43232407	Requirements analysis and system architecture software	Y
15-1122.00	UNIX	43233004	Operating system software	Y
15-1122.00	UNIX Shell	43233004	Operating system software	Y
15-1122.00	Veritas NetBackup	43233415	Backup or archival software	N
15-1122.00	Virtual private networking VPN software	43233204	Network security and virtual private network VPN equipment software	Y
15-1122.00	Virus scanning software	43233205	Transaction security and virus protection software	N
15-1122.00	VMWare	43232401	Configuration management software	Y
15-1122.00	Voice over internet protocol VoiP system software	43232805	Internet protocol IP multimedia subsystem software	Y
15-1122.00	Websense Data Loss Prevention	43233203	Network security or virtual private network VPN management software	N
15-1122.00	WinMerge	43232203	File versioning software	N
15-1122.00	Wireshark	43232801	Network monitoring software	Y
15-1131.00	A programming language APL	43232402	Development environment software	N
15-1131.00	ABC Compiler	43232402	Development environment software	N
15-1131.00	ABC: the AspectBench Compiler for AspectJ	43232405	Object or component oriented development software	N
15-1131.00	Ada	43232402	Development environment software	N
15-1131.00	Adobe Systems Adobe Acrobat	43232202	Document management software	Y
15-1131.00	Adobe Systems Adobe ActionScript	43232402	Development environment software	N
15-1131.00	Adobe Systems Adobe ColdFusion	43232408	Web platform development software	N
15-1131.00	Adobe Systems Adobe Dreamweaver	43232107	Web page creation and editing software	N
15-1131.00	Adobe Systems Adobe Fireworks	43232102	Graphics or photo imaging software	N
15-1131.00	Adobe Systems Adobe Flash	43232102	Graphics or photo imaging software	N
15-1131.00	Adobe Systems Adobe Flex	43232408	Web platform development software	N
15-1131.00	Adobe Systems Adobe Illustrator	43232102	Graphics or photo imaging software	Y
15-1131.00	Adobe Systems Adobe Photoshop	43232102	Graphics or photo imaging software	Y
15-1131.00	Adobe Systems Adobe PostScript	43232402	Development environment software	N
15-1131.00	Advanced business application programming ABAP	43232405	Object or component oriented development software	Y
15-1131.00	AJAX	43232408	Web platform development software	Y
15-1131.00	Algorithmic language ALGOL	43232402	Development environment software	N
15-1131.00	Amazon Elastic Compute Cloud EC2	43232306	Data base user interface and query software	Y
15-1131.00	Amazon Kinesis	43232304	Data base management system software	N
15-1131.00	Amazon Redshift	43232306	Data base user interface and query software	Y
15-1131.00	Amazon Web Services AWS software	43232306	Data base user interface and query software	Y
15-1131.00	American National Standards Institute ANSI C	43232402	Development environment software	N
15-1131.00	Ansible software	43231511	Expert system software	Y
15-1131.00	Apache Ant	43232402	Development environment software	Y
15-1131.00	Apache Cassandra	43232304	Data base management system software	Y
15-1131.00	Apache Groovy	43232405	Object or component oriented development software	Y
15-1131.00	Apache Hadoop	43232304	Data base management system software	Y
15-1131.00	Apache Hive	43232306	Data base user interface and query software	Y
15-1131.00	Apache HTTP Server	43232312	Portal server software	Y
15-1131.00	Apache Kafka	43232402	Development environment software	Y
15-1131.00	Apache Maven	43232402	Development environment software	N
15-1131.00	Apache Pig	43232304	Data base management system software	Y
15-1131.00	Apache Solr	43232304	Data base management system software	Y
15-1131.00	Apache Spark	43232405	Object or component oriented development software	N
15-1131.00	Apache Struts	43232408	Web platform development software	Y
15-1131.00	Apache Subversion SVN	43232203	File versioning software	Y
15-1131.00	Apache Tomcat	43232408	Web platform development software	Y
15-1131.00	Assembler	43232402	Development environment software	N
15-1131.00	Atlassian Bamboo	43232403	Enterprise application integration software	Y
