O*NET-SOC Code	Example	Commodity Code	Commodity Title	Hot Technology
19-2021.00	Baron Services FasTrac	43232605	Analytical or scientific software	N
19-2021.00	Baron Volumetric Imaging and Processing of Integrated Radar VIPIR	43232605	Analytical or scientific software	N
19-2021.00	C++	43232405	Object or component oriented development software	Y
19-2021.00	Cave5D	43232605	Analytical or scientific software	N
19-2021.00	Cisco IOS	43233004	Operating system software	N
19-2021.00	Environmental Research Services RAOB	43232605	Analytical or scientific software	N
19-2021.00	ESRI ArcInfo	43233506	Map creation software	N
19-2021.00	ESRI ArcView	43233506	Map creation software	N
19-2021.00	Facebook	43232107	Web page creation and editing software	Y
19-2021.00	Ferret	43232605	Analytical or scientific software	N
19-2021.00	Flow Analysis Software Toolkit FAST	43232605	Analytical or scientific software	N
19-2021.00	Formula translation/translator FORTRAN	43232402	Development environment software	N
19-2021.00	Grid analysis and display system GrADS	43232605	Analytical or scientific software	N
19-2021.00	IBM SPSS Statistics	43232605	Analytical or scientific software	Y
19-2021.00	Image editing software	43232102	Graphics or photo imaging software	N
19-2021.00	Interactive radar analysis software IRAS	43232605	Analytical or scientific software	N
19-2021.00	ITT Visual Information Solutions ENVI	43233506	Map creation software	N
19-2021.00	Lakes Environmental Software WRPLOT View	43232605	Analytical or scientific software	N
19-2021.00	Linux	43233004	Operating system software	Y
19-2021.00	Maplesoft Maple	43232605	Analytical or scientific software	N
19-2021.00	Mesoscale modeling software	43232605	Analytical or scientific software	N
19-2021.00	Microsoft Access	43232306	Data base user interface and query software	Y
19-2021.00	Microsoft Excel	43232110	Spreadsheet software	Y
19-2021.00	Microsoft Office	43231513	Office suite software	Y
19-2021.00	Microsoft Outlook	43233501	Electronic mail software	Y
19-2021.00	Microsoft Paint	43232102	Graphics or photo imaging software	N
19-2021.00	Microsoft PowerPoint	43232106	Presentation software	Y
19-2021.00	Microsoft Windows	43233004	Operating system software	Y
19-2021.00	Microsoft Word	43232104	Word processing software	Y
19-2021.00	PC Weather Products HURRTRAK	43232605	Analytical or scientific software	N
19-2021.00	Practical extraction and reporting language Perl	43232405	Object or component oriented development software	Y
19-2021.00	Python	43232405	Object or component oriented development software	Y
19-2021.00	QuarkXPress	43232112	Desktop publishing software	N
19-2021.00	R	43232405	Object or component oriented development software	Y
19-2021.00	SAS	43232605	Analytical or scientific software	Y
19-2021.00	SatView	43232605	Analytical or scientific software	N
19-2021.00	Social media sites	43232107	Web page creation and editing software	Y
19-2021.00	Software development tools	43232402	Development environment software	N
19-2021.00	STATISTICA	43232605	Analytical or scientific software	N
19-2021.00	Structured query language SQL	43232306	Data base user interface and query software	Y
19-2021.00	SVRPLOT	43232605	Analytical or scientific software	N
19-2021.00	Systat Software SigmaPlot	43232605	Analytical or scientific software	N
19-2021.00	Systat Software SigmaStat	43232605	Analytical or scientific software	N
19-2021.00	The MathWorks MATLAB	43232605	Analytical or scientific software	Y
19-2021.00	Unidata GEMPAK	43232605	Analytical or scientific software	N
19-2021.00	Unidata Gempak Analysis and Rendering Program GARP	43232605	Analytical or scientific software	N
19-2021.00	Unidata Integrated Data Viewer IDV	43232605	Analytical or scientific software	N
19-2021.00	Unidata McIDAS-X	43232605	Analytical or scientific software	N
19-2021.00	UNIX	43233004	Operating system software	Y
19-2021.00	Vis5d+	43232605	Analytical or scientific software	N
19-2021.00	VorTek Site Assessment of Tornado Threat SATT	43232605	Analytical or scientific software	N
19-2021.00	Wind flow modeling software	43232605	Analytical or scientific software	N
19-2021.00	WINGRIDDS	43232605	Analytical or scientific software	N
19-2021.00	Wolfram Research Mathematica	43232605	Analytical or scientific software	N
19-2021.00	Word processing software	43232104	Word processing software	N
19-2021.00	WSI Titan	43232605	Analytical or scientific software	N
19-2021.00	WSI TrueView Professional	43232605	Analytical or scientific software	N
19-2031.00	Accelrys Cerius2	43232605	Analytical or scientific software	N
19-2031.00	Accelrys DeCipher	43232605	Analytical or scientific software	N
19-2031.00	Advanced Chemistry Development ACD/1D nuclear magnetic resonance NMR processor	43232605	Analytical or scientific software	N
19-2031.00	Agilent ChemStation	43232605	Analytical or scientific software	N
19-2031.00	Apple iWork	43231513	Office suite software	N
19-2031.00	Apple iWork Keynote	43232106	Presentation software	N
19-2031.00	Apple iWork Numbers	43232110	Spreadsheet software	N
19-2031.00	Apple iWork Pages	43232104	Word processing software	N
19-2031.00	Bruker BioSpin TopSpin	43232605	Analytical or scientific software	N
19-2031.00	C	43232402	Development environment software	N
19-2031.00	C++	43232405	Object or component oriented development software	Y
19-2031.00	CambridgeSoft ChemOffice Ultra	43232306	Data base user interface and query software	N
19-2031.00	Chem2Pac	43232605	Analytical or scientific software	N
19-2031.00	Chemical kinetics software	43232605	Analytical or scientific software	N
19-2031.00	ChemInnovation Software Chem 4-D	43232604	Computer aided design CAD software	Y
19-2031.00	ChemSW Buffer Maker	43232306	Data base user interface and query software	N
19-2031.00	ChemSW Calibration Pro	43232605	Analytical or scientific software	N
19-2031.00	ChemSW Chemical Inventory System CIS	43231508	Inventory management software	N
19-2031.00	ChemSW Laboratory Document Control System LDCS	43232202	Document management software	N
19-2031.00	ChemSW Mass Spec Tools	43232605	Analytical or scientific software	N
19-2031.00	ChemSW Molecular Modeling Pro	43232604	Computer aided design CAD software	Y
19-2031.00	ChemSW Uncertainty Pro	43232605	Analytical or scientific software	N
19-2031.00	Conversion tools software	43232605	Analytical or scientific software	N
19-2031.00	Crystallography software	43232605	Analytical or scientific software	N
19-2031.00	CrystalMaker	43232605	Analytical or scientific software	N
19-2031.00	Density functional theory DFT software	43232605	Analytical or scientific software	N
19-2031.00	Digital imaging software	43232102	Graphics or photo imaging software	N
19-2031.00	Extensible markup language XML	43232403	Enterprise application integration software	Y
19-2031.00	Gas chromatograph GS software	43232605	Analytical or scientific software	N
19-2031.00	Gaussian software	43232605	Analytical or scientific software	N
19-2031.00	Graphics software	43232102	Graphics or photo imaging software	N
19-2031.00	Hypercube HyperChem	43232604	Computer aided design CAD software	Y
19-2031.00	Hypertext markup language HTML	43232408	Web platform development software	Y
19-2031.00	Internet browser software	43232705	Internet browser software	N
19-2031.00	ItemTracker	43231508	Inventory management software	N
19-2031.00	JDA Arthur KnowledgeBase database	43232306	Data base user interface and query software	N
19-2031.00	Laboratory information management system LIMS	43232605	Analytical or scientific software	N
19-2031.00	LabTrack Electronic Lab Notebook	43232306	Data base user interface and query software	N
19-2031.00	Logger software	43232306	Data base user interface and query software	N
19-2031.00	Microsoft Access	43232306	Data base user interface and query software	Y
19-2031.00	Microsoft Excel	43232110	Spreadsheet software	Y
19-2031.00	Microsoft Office	43231513	Office suite software	Y
19-2031.00	Microsoft PowerPoint	43232106	Presentation software	Y
19-2031.00	Microsoft Visio	43232102	Graphics or photo imaging software	Y
19-2031.00	Microsoft Visual Basic	43232402	Development environment software	Y
19-2031.00	Microsoft Word	43232104	Word processing software	Y
19-2031.00	Minitab	43232605	Analytical or scientific software	Y
19-2031.00	Modeling software	43232605	Analytical or scientific software	N
19-2031.00	MolDraw	43232102	Graphics or photo imaging software	N
19-2031.00	Molecular simulation software	43232605	Analytical or scientific software	N
19-2031.00	Molsearch Pro	43232306	Data base user interface and query software	N
19-2031.00	MSI Insight/Discover	43232605	Analytical or scientific software	N
19-2031.00	Multi-functional calculators	43232605	Analytical or scientific software	N
19-2031.00	National Instruments LabVIEW	43232402	Development environment software	Y
19-2031.00	NeoOffice	43231513	Office suite software	N
19-2031.00	Network Science IR Mentor Pro	43232605	Analytical or scientific software	N
19-2031.00	Oracle Java	43232405	Object or component oriented development software	Y
19-2031.00	Organic synthesis planning software	43232605	Analytical or scientific software	N
19-2031.00	Q-Chem	43232605	Analytical or scientific software	N
19-2031.00	SAP	43231602	Enterprise resource planning ERP software	Y
19-2031.00	SAS JMP	43232605	Analytical or scientific software	N
19-2031.00	SciQuest PE TurboChrom	43232605	Analytical or scientific software	N
19-2031.00	Siemens SHELXTL	43232605	Analytical or scientific software	N
19-2031.00	Statistical software	43232605	Analytical or scientific software	N
19-2031.00	Structured query language SQL	43232306	Data base user interface and query software	Y
19-2031.00	Surface modeling software	43232605	Analytical or scientific software	N
19-2031.00	Synthematix StructureSearch	43232605	Analytical or scientific software	N
19-2031.00	UBI Biotracker	43231508	Inventory management software	N
19-2031.00	Vogel Scientific Software Group CALACO	43232605	Analytical or scientific software	N
19-2031.00	Waters Empower Chromatography Data Software	43232605	Analytical or scientific software	N
19-2031.00	Waters Millennium32	43232605	Analytical or scientific software	N
19-2031.00	Wavefunction Spartan	43232605	Analytical or scientific software	N
19-2031.00	Word processing software	43232104	Word processing software	N
19-2032.00	Accelrys Materials Studio	43232605	Analytical or scientific software	N
19-2032.00	Advanced Chemistry Development Analytical Laboratory	43232605	Analytical or scientific software	N
19-2032.00	ANSYS LS-DYNA	43232605	Analytical or scientific software	N
19-2032.00	ANSYS Multiphysics	43232605	Analytical or scientific software	N
19-2032.00	Bruker AXS EVA	43232605	Analytical or scientific software	N
19-2032.00	Bruker AXS LEPTOS	43232605	Analytical or scientific software	N
19-2032.00	Bruker AXS TOPAS	43232605	Analytical or scientific software	N
19-2032.00	Chempute Software HSC Chemistry	43232605	Analytical or scientific software	N
19-2032.00	Dassault Systemes Abaqus	43232605	Analytical or scientific software	N
19-2032.00	Email software	43233501	Electronic mail software	N
19-2032.00	ESM Software CrystalMaker	43232605	Analytical or scientific software	N
19-2032.00	GAMESS-US	43232605	Analytical or scientific software	N
19-2032.00	General Structural Analysis System GSAS	43232605	Analytical or scientific software	N
19-2032.00	IBM SPSS Statistics	43232605	Analytical or scientific software	Y
19-2032.00	International Centre for Diffraction Data ICDD DDView	43232306	Data base user interface and query software	N
19-2032.00	Maplesoft Maple	43232605	Analytical or scientific software	N
19-2032.00	Materials Data Incorporated Jade	43232605	Analytical or scientific software	N
19-2032.00	Microsoft Excel	43232110	Spreadsheet software	Y
19-2032.00	Microsoft PowerPoint	43232106	Presentation software	Y
19-2032.00	Microsoft Word	43232104	Word processing software	Y
19-2032.00	Multichannel microelectrode analyzer MMA software	43232605	Analytical or scientific software	N
19-2032.00	National Instruments LabVIEW	43232402	Development environment software	Y
19-2032.00	Olympus Image Analysis	43232605	Analytical or scientific software	N
19-2032.00	PANalytical X'Pert Data Collector	43232605	Analytical or scientific software	N
19-2032.00	PANalytical X'Pert Epitaxy	43232605	Analytical or scientific software	N
19-2032.00	PWscf	43232605	Analytical or scientific software	N
19-2032.00	R	43232405	Object or component oriented development software	Y
19-2032.00	RIETAN	43232605	Analytical or scientific software	N
19-2032.00	SolidWorks COSMOSWorks	43232605	Analytical or scientific software	N
19-2032.00	Stewart Computational Chemistry MOPAC	43232605	Analytical or scientific software	N
19-2032.00	The MathWorks MATLAB	43232605	Analytical or scientific software	Y
19-2032.00	VAMP/VASP	43232605	Analytical or scientific software	N
19-2032.00	Web browser software	43232705	Internet browser software	N
19-2032.00	Wolfram Research Mathematica	43232605	Analytical or scientific software	N
19-2041.00	ADMS pollution modeling software	43232605	Analytical or scientific software	N
19-2041.00	Adobe Systems Adobe Acrobat	43232202	Document management software	Y
19-2041.00	Adobe Systems Adobe Illustrator	43232102	Graphics or photo imaging software	Y
19-2041.00	Autodesk AutoCAD	43232604	Computer aided design CAD software	Y
19-2041.00	Bentley MicroStation	43232604	Computer aided design CAD software	Y
19-2041.00	C++	43232405	Object or component oriented development software	Y
19-2041.00	CAP88-PC	43232605	Analytical or scientific software	N
19-2041.00	CERC EMIT	43232605	Analytical or scientific software	N
19-2041.00	Chemical management tracking software	43232306	Data base user interface and query software	N
19-2041.00	Chemicals and Irrigation CANDI	43232605	Analytical or scientific software	N
19-2041.00	Compass software	43232605	Analytical or scientific software	N
19-2041.00	Corel CorelDraw Graphics Suite	43232102	Graphics or photo imaging software	N
19-2041.00	Database software	43232306	Data base user interface and query software	N
19-2041.00	DataPipe EHS	43232306	Data base user interface and query software	N
19-2041.00	DQO ELIPGRID-PC	43232605	Analytical or scientific software	N
19-2041.00	EarthSoft EQuIS Geology	43232306	Data base user interface and query software	N
19-2041.00	Ecotech WinAQMS	43232606	Compliance software	N
19-2041.00	Ecotech WinCollect	43232605	Analytical or scientific software	N
19-2041.00	Emissions tracking software	43232606	Compliance software	N
19-2041.00	ESRI ArcGIS software	43233506	Map creation software	Y
19-2041.00	ESRI ArcInfo	43233506	Map creation software	N
19-2041.00	ESRI ArcView	43233506	Map creation software	N
19-2041.00	Geographic information system GIS software	43233506	Map creation software	Y
19-2041.00	Geomechanical design analysis GDA software	43233506	Map creation software	N
19-2041.00	Golden Software Surfer	43233506	Map creation software	N
19-2041.00	Graphics software	43232102	Graphics or photo imaging software	N
19-2041.00	Hotspot	43232605	Analytical or scientific software	N
19-2041.00	IBM SPSS Statistics	43232605	Analytical or scientific software	Y
19-2041.00	Laboratory information management system LIMS	43232605	Analytical or scientific software	N
19-2041.00	Lakes Environmental EcoRisk View	43232605	Analytical or scientific software	N
19-2041.00	Lakes Environmental Emissions View	43232306	Data base user interface and query software	N
19-2041.00	Lakes Environmental ISC-AERMOD View	43232605	Analytical or scientific software	N
19-2041.00	Lakes Environmental SLAB View	43232605	Analytical or scientific software	N
19-2041.00	Link Microtek	43232605	Analytical or scientific software	N
19-2041.00	Mapping software	43233506	Map creation software	N
19-2041.00	Material safety data sheet MSDS software	43232606	Compliance software	N
19-2041.00	Microsoft Access	43232306	Data base user interface and query software	Y
19-2041.00	Microsoft Excel	43232110	Spreadsheet software	Y
19-2041.00	Microsoft Office	43231513	Office suite software	Y
19-2041.00	Microsoft Office SharePoint Server MOSS	43232202	Document management software	N
19-2041.00	Microsoft Outlook	43233501	Electronic mail software	Y
19-2041.00	Microsoft PowerPoint	43232106	Presentation software	Y
19-2041.00	Microsoft Project	43231507	Project management software	Y
19-2041.00	Microsoft Visual Basic	43232402	Development environment software	Y
19-2041.00	Microsoft Word	43232104	Word processing software	Y
19-2041.00	MIRS Compliance	43232606	Compliance software	N
19-2041.00	Rad Pro Calculator	43232605	Analytical or scientific software	N
19-2041.00	RockWare ArcMap	43233506	Map creation software	N
19-2041.00	RSA RadCalc	43232605	Analytical or scientific software	N
19-2041.00	SAP	43231602	Enterprise resource planning ERP software	Y
19-2041.00	Smart Data Solutions RS Solutions	43232306	Data base user interface and query software	N
19-2041.00	SmugMug Flickr	43232102	Graphics or photo imaging software	Y
19-2041.00	SoundPLAN	43232605	Analytical or scientific software	N
19-2041.00	Spreadsheet software	43232110	Spreadsheet software	N
19-2041.00	Statistical software	43232605	Analytical or scientific software	N
19-2041.00	Structured query language SQL	43232306	Data base user interface and query software	Y
19-2041.00	Sun Microsystems Java	43232405	Object or component oriented development software	N
19-2041.00	TANKS	43232605	Analytical or scientific software	N
19-2041.00	Tucows ChemBase	43232306	Data base user interface and query software	N
19-2041.00	Waters eLab Notebook	43232306	Data base user interface and query software	N
19-2041.00	Web browser software	43232705	Internet browser software	N
19-2041.00	Wolfel IMMI	43232605	Analytical or scientific software	N
19-2041.00	Word processing software	43232104	Word processing software	N
19-2041.01	C++	43232405	Object or component oriented development software	Y
19-2041.01	Community Climate System Model CCSM	43232605	Analytical or scientific software	N
19-2041.01	ESRI ArcGIS software	43233506	Map creation software	Y
19-2041.01	Ferret	43232605	Analytical or scientific software	N
19-2041.01	Formula translation/translator FORTRAN	43232402	Development environment software	N
19-2041.01	Grid analysis and display system GrADS	43232605	Analytical or scientific software	N
19-2041.01	Interface definition language IDL	43232402	Development environment software	N
19-2041.01	Linux	43233004	Operating system software	Y
19-2041.01	Microsoft Excel	43232110	Spreadsheet software	Y
19-2041.01	Microsoft Office	43231513	Office suite software	Y
19-2041.01	Microsoft PowerPoint	43232106	Presentation software	Y
19-2041.01	Microsoft Word	43232104	Word processing software	Y
19-2041.01	NCAR Command Language NCL	43232402	Development environment software	N
19-2041.01	North American Regional Climate Change Assessment Program NARCCAP data tables	43232309	Information retrieval or search software	N
19-2041.01	Practical extraction and reporting language Perl	43232405	Object or component oriented development software	Y
19-2041.01	Python	43232405	Object or component oriented development software	Y
19-2041.01	R	43232405	Object or component oriented development software	Y
19-2041.01	SAS	43232605	Analytical or scientific software	Y
19-2041.01	Sun Microsystems Java	43232405	Object or component oriented development software	N
19-2041.01	The MathWorks MATLAB	43232605	Analytical or scientific software	Y
19-2041.01	Unidata Integrated Data Viewer IDV	43232605	Analytical or scientific software	N
19-2041.01	Unidata Network common data form NetCDF	43232402	Development environment software	N
19-2041.01	UNIX	43233004	Operating system software	Y
19-2041.01	Web browser software	43232705	Internet browser software	N
19-2041.02	Adobe Systems Adobe Acrobat	43232202	Document management software	Y
19-2041.02	Adobe Systems Adobe InDesign	43232112	Desktop publishing software	Y
19-2041.02	Autodesk AutoCAD	43232604	Computer aided design CAD software	Y
19-2041.02	Email software	43233501	Electronic mail software	N
19-2041.02	ESRI ArcGIS software	43233506	Map creation software	Y
19-2041.02	ESRI ArcMap	43233506	Map creation software	N
19-2041.02	Global positioning system GPS software	43233511	Mobile location based services software	N
19-2041.02	HEC-RAS	43232605	Analytical or scientific software	N
19-2041.02	IWR-PLAN	43232605	Analytical or scientific software	N
19-2041.02	Microsoft Access	43232306	Data base user interface and query software	Y
19-2041.02	Microsoft Excel	43232110	Spreadsheet software	Y
19-2041.02	Microsoft Office	43231513	Office suite software	Y
19-2041.02	Microsoft PowerPoint	43232106	Presentation software	Y
19-2041.02	Microsoft Project	43231507	Project management software	Y
19-2041.02	Microsoft SharePoint	43231507	Project management software	Y
19-2041.02	Microsoft Word	43232104	Word processing software	Y
19-2041.02	Web browser software	43232705	Internet browser software	N
19-2041.03	Adobe Systems Adobe Acrobat	43232202	Document management software	Y
19-2041.03	Adobe Systems Adobe Illustrator	43232102	Graphics or photo imaging software	Y
19-2041.03	Adobe Systems Adobe Photoshop	43232102	Graphics or photo imaging software	Y
19-2041.03	Autodesk AutoCAD	43232604	Computer aided design CAD software	Y
19-2041.03	Economic Input-Output Life Cycle Assessment EIO-LCA	43232605	Analytical or scientific software	N
19-2041.03	Email software	43233501	Electronic mail software	N
19-2041.03	ESRI ArcGIS software	43233506	Map creation software	Y
19-2041.03	Microsoft Excel	43232110	Spreadsheet software	Y
19-2041.03	Microsoft Office	43231513	Office suite software	Y
19-2041.03	Microsoft PowerPoint	43232106	Presentation software	Y
19-2041.03	Microsoft SharePoint	43231507	Project management software	Y
19-2041.03	Microsoft Visio	43232102	Graphics or photo imaging software	Y
19-2041.03	Online databases	43232306	Data base user interface and query software	N
19-2041.03	PRe Consultants SimaPro	43232605	Analytical or scientific software	N
19-2041.03	Production Flow Analysis and Simplification Toolkit PFAST	43232605	Analytical or scientific software	N
19-2041.03	Python	43232405	Object or component oriented development software	Y
19-2041.03	SAP	43231602	Enterprise resource planning ERP software	Y
19-2041.03	SAS	43232605	Analytical or scientific software	Y
19-2041.03	StataCorp Stata	43232605	Analytical or scientific software	N
19-2041.03	STATISTICA	43232605	Analytical or scientific software	N
19-2041.03	Substance Flow Analysis STAN	43232605	Analytical or scientific software	N
19-2041.03	The MathWorks MATLAB	43232605	Analytical or scientific software	Y
19-2041.03	Web browser software	43232705	Internet browser software	N
19-2041.03	Wolfram Research Mathematica	43232605	Analytical or scientific software	N
19-2042.00	ACD Systems Canvas	43232102	Graphics or photo imaging software	N
19-2042.00	Adobe Systems Adobe Acrobat	43232202	Document management software	Y
19-2042.00	Adobe Systems Adobe Photoshop	43232102	Graphics or photo imaging software	Y
19-2042.00	Alara CRystalView	43232605	Analytical or scientific software	N
19-2042.00	Aquifer test software	43232605	Analytical or scientific software	N
19-2042.00	Atoll GeoCAD	43232604	Computer aided design CAD software	Y
19-2042.00	Autodesk AutoCAD	43232604	Computer aided design CAD software	Y
19-2042.00	Bentley Systems gINT	43232605	Analytical or scientific software	N
19-2042.00	Bilko	43232605	Analytical or scientific software	N
19-2042.00	BOSS Didger	43233402	Data conversion software	N
19-2042.00	ChemStat	43232605	Analytical or scientific software	N
19-2042.00	Clover Technology GALENA	43232605	Analytical or scientific software	N
19-2042.00	Compass Software	43232605	Analytical or scientific software	N
19-2042.00	CrystalMaker	43232605	Analytical or scientific software	N
19-2042.00	Data logger software	43232605	Analytical or scientific software	N
19-2042.00	Data mining software	43232605	Analytical or scientific software	N
19-2042.00	EarthSoft EQuIS Geology	43232306	Data base user interface and query software	N
19-2042.00	EarthWorks Downhole Explorer	43232605	Analytical or scientific software	N
19-2042.00	Earthworks MaxiPit	43232605	Analytical or scientific software	N
19-2042.00	EasySolve Software SizePerm	43232605	Analytical or scientific software	N
19-2042.00	Email software	43233501	Electronic mail software	N
19-2042.00	Enigma software	43232605	Analytical or scientific software	N
19-2042.00	EPIC GIS	43232605	Analytical or scientific software	N
19-2042.00	ERDAS ER Mapper	43233506	Map creation software	N
19-2042.00	ESRI ArcGIS software	43233506	Map creation software	Y
19-2042.00	ESRI ArcIMS	43233506	Map creation software	N
19-2042.00	ESRI ArcInfo	43233506	Map creation software	N
19-2042.00	ESRI ArcView	43233506	Map creation software	N
19-2042.00	Evolution Computing EasyCAD	43232604	Computer aided design CAD software	Y
19-2042.00	Evolution Computing FastCAD	43232604	Computer aided design CAD software	Y
19-2042.00	Field data recorder software	43232605	Analytical or scientific software	N
19-2042.00	Gemcom GEMS	43232605	Analytical or scientific software	N
19-2042.00	Gemcom Surpac	43232605	Analytical or scientific software	N
19-2042.00	Geo-Logic Systems LithoTect Interpreter	43232605	Analytical or scientific software	N
19-2042.00	Geographic information system GIS software	43233506	Map creation software	Y
19-2042.00	Geographic resources analysis support system GRASS	43233506	Map creation software	N
19-2042.00	GeoGraphix	43232605	Analytical or scientific software	N
19-2042.00	Geomechanical design analysis GDA software	43233506	Map creation software	N
19-2042.00	GeoModel	43232605	Analytical or scientific software	N
19-2042.00	GeoPLUS Petra	43232306	Data base user interface and query software	N
19-2042.00	Geosoft DAP server	43232306	Data base user interface and query software	N
19-2042.00	Geosoft Oasis montaj	43233506	Map creation software	N
19-2042.00	Geospatial data abstraction library GDAL	43233506	Map creation software	N
19-2042.00	Geostatistical modeling GSTAT software	43232605	Analytical or scientific software	N
19-2042.00	Geostatistics software GS+	43232605	Analytical or scientific software	N
19-2042.00	Git	43232203	File versioning software	Y
19-2042.00	Golden Software Surfer (graphics or photo imaging feature)	43232102	Graphics or photo imaging software	N
19-2042.00	Golden Software Surfer (map creation feature)	43233506	Map creation software	N
19-2042.00	Gresens 92	43232605	Analytical or scientific software	N
19-2042.00	Groundwater modeling system GMS	43232605	Analytical or scientific software	N
19-2042.00	Groundwater Vistas	43232605	Analytical or scientific software	N
19-2042.00	Hydrogeology Basin2	43232605	Analytical or scientific software	N
19-2042.00	HydroSOLVE AQTESOLV	43232605	Analytical or scientific software	N
19-2042.00	IHS Energy PowerTools	43232605	Analytical or scientific software	N
19-2042.00	Intergraph ImageStation Stereo Softcopy Kit SSK	43233506	Map creation software	N
19-2042.00	Internet browser software	43232705	Internet browser software	N
19-2042.00	Interpex IXID	43232605	Analytical or scientific software	N
19-2042.00	IRIS Seismic Processing Workshop	43232605	Analytical or scientific software	N
19-2042.00	Laboratory information management system LIMS	43232605	Analytical or scientific software	N
19-2042.00	Landmark VIP	43232605	Analytical or scientific software	N
19-2042.00	Leica Geosystems ERDAS IMAGINE	43233506	Map creation software	N
19-2042.00	MapInfo Professional	43233506	Map creation software	N
19-2042.00	Mapping software	43233506	Map creation software	N
19-2042.00	Maptek Vulcan	43232605	Analytical or scientific software	N
19-2042.00	MHC Document Express	43232202	Document management software	N
19-2042.00	MICRODEM	43233506	Map creation software	N
19-2042.00	Microsoft Access	43232306	Data base user interface and query software	Y
19-2042.00	Microsoft Active Server Pages ASP	43232408	Web platform development software	Y
19-2042.00	Microsoft Excel	43232110	Spreadsheet software	Y
19-2042.00	Microsoft Office	43231513	Office suite software	Y
19-2042.00	Microsoft Outlook	43233501	Electronic mail software	Y
19-2042.00	Microsoft PowerPoint	43232106	Presentation software	Y
19-2042.00	Microsoft Project	43231507	Project management software	Y
19-2042.00	Microsoft Word	43232104	Word processing software	Y
19-2042.00	Midland Valley 3DMove	43232604	Computer aided design CAD software	Y
19-2042.00	MineGeo software	43233506	Map creation software	N
19-2042.00	MineSight	43232604	Computer aided design CAD software	Y
19-2042.00	MIT OASES	43232605	Analytical or scientific software	N
19-2042.00	MJ Systems Logsleuth	43232306	Data base user interface and query software	N
19-2042.00	Multivariate statistical program MVSP software	43232605	Analytical or scientific software	N
19-2042.00	MySQL	43232306	Data base user interface and query software	Y
19-2042.00	National Geophysical Data Center GEODAS	43232605	Analytical or scientific software	N
19-2042.00	OpenOffice.org	43231513	Office suite software	N
19-2042.00	OriginLab Origin	43232605	Analytical or scientific software	N
19-2042.00	PaleoMag	43232605	Analytical or scientific software	N
19-2042.00	Paleontological Statistics PAST	43232605	Analytical or scientific software	N
19-2042.00	PaleoTax	43232605	Analytical or scientific software	N
19-2042.00	Paradigm SKUA-GOCAD	43232604	Computer aided design CAD software	Y
19-2042.00	Parameter Estimation PEST	43232605	Analytical or scientific software	N
19-2042.00	PolyMap	43232605	Analytical or scientific software	N
19-2042.00	PowerCAD	43232604	Computer aided design CAD software	Y
19-2042.00	Python	43232405	Object or component oriented development software	Y
19-2042.00	Red Rock DeltaGraph	43232605	Analytical or scientific software	N
19-2042.00	RockWare ChemFlux	43232605	Analytical or scientific software	N
19-2042.00	Rockware CrossLog	43232605	Analytical or scientific software	N
19-2042.00	RockWare DepthCon2000	43232605	Analytical or scientific software	N
19-2042.00	RockWare Erupt	43232605	Analytical or scientific software	N
19-2042.00	RockWare FIRSTPIX	43232605	Analytical or scientific software	N
19-2042.00	RockWare Geochemist's Workbench GWB	43232605	Analytical or scientific software	N
19-2042.00	RockWare GeoTrig	43232605	Analytical or scientific software	N
19-2042.00	RockWare GRADIX	43232605	Analytical or scientific software	N
19-2042.00	RockWare Grav2Dc	43232605	Analytical or scientific software	N
19-2042.00	RockWare Jlog	43232605	Analytical or scientific software	N
19-2042.00	RockWare MicroMODEL	43232605	Analytical or scientific software	N
19-2042.00	RockWare Plan	43232605	Analytical or scientific software	N
19-2042.00	RockWare Potent	43232605	Analytical or scientific software	N
19-2042.00	RockWare QuickSyn	43232605	Analytical or scientific software	N
19-2042.00	RockWare RockPack III	43232605	Analytical or scientific software	N
19-2042.00	RockWare RockWorks	43232605	Analytical or scientific software	N
19-2042.00	RockWare Stratbugs	43232306	Data base user interface and query software	N
19-2042.00	RockWare VEGO	43232605	Analytical or scientific software	N
19-2042.00	RockWare Visual STUNT	43232605	Analytical or scientific software	N
19-2042.00	RockWare WinSism	43232605	Analytical or scientific software	N
19-2042.00	RSI ENVI	43232605	Analytical or scientific software	N
19-2042.00	RSI interactive data language IDL software	43232605	Analytical or scientific software	N
19-2042.00	SACLANTCEN	43233506	Map creation software	N
19-2042.00	SAS	43232605	Analytical or scientific software	Y
19-2042.00	Schlumberger Inside Reality	43232604	Computer aided design CAD software	Y
19-2042.00	Scientific Software Group ChemPoint/ChemStat	43232306	Data base user interface and query software	N
19-2042.00	Scientific Software Group FEFLOW	43232605	Analytical or scientific software	N
19-2042.00	Scientific Software Group Infinite Extent	43232605	Analytical or scientific software	N
19-2042.00	Scientific Software Group SVHeat	43232605	Analytical or scientific software	N
19-2042.00	SeeByte SeeTrack	43232605	Analytical or scientific software	N
19-2042.00	Seismic interpretation software	43232605	Analytical or scientific software	N
19-2042.00	Seismic Micro-Technology KINGDOM	43232605	Analytical or scientific software	N
19-2042.00	Seismic visualization software	43232605	Analytical or scientific software	N
19-2042.00	Shape software	43232605	Analytical or scientific software	N
19-2042.00	Socorro Scientific Software Refract2K	43232605	Analytical or scientific software	N
19-2042.00	Solvcalv	43232605	Analytical or scientific software	N
19-2042.00	Starpint Software Super Slug	43232605	Analytical or scientific software	N
